GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	UKB_CASE_BETA	UKB_CASE_SE	UKB_CASE_PVAL	AMP_NIH_BETA	AMP_NIH_SE	AMP_NIH_PVAL	UKB_SIBLING_PROXY_BETA	UKB_SIBLING_PROXY_SE	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_BETA	UKB_PARENT_PROXY_SE	UKB_PARENT_PROXY_PVAL	GNE_BETA	GNE_SE	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	NTOTAL	META_ANALYSIS_GROUP
C2orf42	1.9017387046305005	0.057205323179286414	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.757132	0.691384	0.273474	1.65444981176399	1.03768348288456	0.110853533398679	NA	NA	NA	8.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
VPS13B	1.8993771935125208	0.0575148999140468	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.752545182096872	0.396206285232471	0.0575148999140471	NA	NA	NA	NA	24.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ERVMER34-1	-1.8982535110134795	0.05766269480340507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.10713911878976	0.583240917172679	0.0576626948034044	NA	NA	NA	NA	9.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
C9orf66	1.8977859430238349	0.05772428569522463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.3085568902379	0.689517642939705	0.0577242856952252	NA	NA	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
MFSD8	-1.8973297103296154	0.057784436137232414	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.2659	1.02946	0.218819	-2.13051943532736	1.46572957834451	0.14606955447373	NA	NA	NA	13.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
GOLGA6C	1.8903624857066443	0.05870949705564742	NA	NA	NA	NA	NA	NA	1.82951	0.674092	0.00664696	-0.0315307	0.775476	0.967567	NA	NA	NA	NA	NA	4.0	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
STK36	-1.8896907233283962	0.05879933550830962	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.99534946447214	1.58510036986174	0.0587993355083089	NA	NA	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
DHX34	1.8884738507366956	0.05896236518654335	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.160485	0.396006	0.685287	1.52960834381521	0.675190725049579	0.0234853045650048	NA	NA	NA	16.0	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
PI4KA	1.8881859388115656	0.05900099283797392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.31155399220564	0.694610612888654	0.0590009928379744	NA	NA	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
NDUFS7	1.887236147468504	0.059128570408272546	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.07781	0.571105	0.0591297	NA	NA	NA	NA	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ERI1	1.887197603685281	0.059133752504758955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.74513591584667	0.924723469571392	0.0591337525047589	NA	NA	NA	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
CTC-260F20.3	-1.8864495789874212	0.059234396860314564	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.7986089895327	1.48353235660552	0.0592343968603155	NA	NA	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
BBOF1	1.8834992273657787	0.05963274444760215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.08342615171926	0.575219854607807	0.0596327444476019	NA	NA	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
GRN	1.882996933532482	0.05970078353002699	NA	NA	NA	NA	NA	NA	1.23157	0.916473	0.179009	0.79474	0.602466	0.18712	NA	NA	NA	NA	NA	4.0	9.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
PNLIPRP2	1.882528220023391	0.05976433200101573	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.979338	0.5591	0.079837	0.85376831129267	0.93752289536491	0.362472459615631	NA	NA	NA	13.0	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
FRMPD1	1.8786086166039997	0.06029795374440388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.807620286324615	0.42990342915842	0.0602979537444042	NA	NA	NA	NA	20.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SCP2	1.8782235233280766	0.060350593454362306	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.38233148487125	0.73597815579578	0.0603505934543623	NA	NA	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SLC25A29	1.8772616586460689	0.06048224042873252	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.12000920077441	0.596618588365668	0.0604822404287326	NA	NA	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SCIN	1.875586171290008	0.06071212675397695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.15148487791645	0.613933337504014	0.0607121267539774	NA	NA	NA	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
C8orf74	1.873696738338604	0.06097223575207512	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.576599400147055	0.307733577344177	0.0609722357520751	NA	NA	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
MNAT1	1.8733533743424116	0.06101960397915574	0.427884	1.16137	0.712553	NA	NA	NA	NA	NA	NA	1.38446	0.606982	0.022555	NA	NA	NA	4.0	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SLC7A13	1.872565996688645	0.061128340500289674	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.36128563414916	0.726962700677248	0.0611283405002891	NA	NA	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
INPP5B	-1.8701684144788508	0.06146043439141575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.554425504452227	0.296457527653586	0.0614604343914158	NA	NA	NA	NA	12.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ANGPTL2	1.8692490689041505	0.06158817036547407	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.52827	0.817585	0.0615873	NA	NA	NA	NA	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
GOLGA4	1.8685114823721387	0.06169081115109297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1473675001157	0.61405429452276	0.0616908111510939	NA	NA	NA	NA	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SPEG	-1.8661184671886524	0.062024792806007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.25405399317356	0.672011994534741	0.0620247928060081	NA	NA	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
NAGLU	1.865964891148229	0.062046277670224165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.17521127058877	0.629814245789801	0.0620462776702237	NA	NA	NA	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
C1QTNF5	1.8619614147691574	0.06260852921561909	1.68345	0.678683	0.0131212	NA	NA	NA	NA	NA	NA	0.056597	0.370532	0.878599	NA	NA	NA	6.0	NA	NA	13.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SLC39A2	1.8586844177135182	0.06307188343872938	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.490520505816238	0.263907364338728	0.0630718834387296	NA	NA	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
PYGM	-1.8573860967060394	0.06325624309198839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.582294693988417	0.313502235760826	0.063256243091988	NA	NA	NA	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
GUCY2C	-1.8565229255716258	0.06337905840028255	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.68927252284334	0.909912018631933	0.0633790584002827	NA	NA	NA	NA	9.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
DNAH5	-1.8555211885426044	0.06352183634833093	-0.965248	0.737418	0.190549	NA	NA	NA	-0.373171	0.618035	0.545975	-0.397305	0.239629	0.0973172	-0.0501933199366563	0.357800126086337	0.888436296502761	18.0	NA	18.0	60.0	31.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
C19orf25	1.8553963554468056	0.06353964746212883	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1507	0.120484	0.211009	0.268921642693501	0.195844556726722	0.169709386548243	NA	NA	NA	4.0	9.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
FOXD4L4	1.8544141020022853	0.06367993882269096	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.31920388565715	0.711385814113877	0.0636799388226909	NA	NA	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
PTTG1IP	1.85390478803579	0.0637527827890468	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.943404688383928	0.508874400925122	0.063752782789047	NA	NA	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
C11orf70	1.8504264630402156	0.06425210782291794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.32599447711254	0.716588583009106	0.0642521078229185	NA	NA	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
BPIFB3	1.8469097637742788	0.06476021942698282	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.954098	0.867726	0.271534	0.469197026423587	0.310236189975395	0.13043556649914	NA	NA	NA	5.0	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
PPP1R3D	-1.8465248154672647	0.06481603960103068	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.507329	0.274748	0.0648162	NA	NA	NA	NA	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
FAM187B	1.8460476003425763	0.06488529420830115	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.45128285971051	0.786156792187369	0.064885294208302	NA	NA	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
LGALS3	1.8457708915186615	0.06492547881317909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5534769932181	0.841641289477662	0.0649254788131789	NA	NA	NA	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ZNF230	1.8431971663539322	0.06530022848179122	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.40795525959751	0.76386578999718	0.065300228481792	NA	NA	NA	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
NLRP7	1.8423147031984786	0.06542913030384583	1.19108	0.924609	0.197675	NA	NA	NA	0.723916	0.839891	0.388733	0.481151	0.350417	0.169727	0.112674783542673	0.697966207589837	0.871752371915075	5.0	NA	6.0	20.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ST6GALNAC6	1.8405413938712472	0.065688792901763	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.16583543080123	0.63341983759958	0.0656887929017618	NA	NA	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
BCAS4	1.8377862188113643	0.0660939131409086	1.10253	0.715606	0.123391	NA	NA	NA	NA	NA	NA	0.334946	0.316486	0.289906	NA	NA	NA	4.0	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
MMEL1	-1.8371660271742405	0.06618538926108768	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.26687204652242	0.689579508756215	0.0661853892610886	NA	NA	NA	NA	13.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
EMB	1.835674470512568	0.06640581586889048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.31491477256233	0.716311521287961	0.0664058158688902	NA	NA	NA	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
C10orf128	-1.8343336036194595	0.06660448892422366	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.52384509846641	0.285577878218429	0.0666044889242232	NA	NA	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
RHBDL3	1.833581888859008	0.06671608268480214	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.49998	0.81806	0.0667166	NA	NA	NA	NA	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
CNGA2	1.8330731137556835	0.06679169883504942	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.23041	0.671228	0.0667926	NA	NA	NA	NA	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ABHD1	1.830167060723319	0.06722496164584296	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.985650811405349	0.538557835816256	0.0672249616458432	NA	NA	NA	NA	13.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
BDNF	1.8290334229531595	0.06739460142744406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.12598276789536	0.615616288781288	0.067394601427445	NA	NA	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
MMP1	1.8266978612183242	0.06774521002322345	NA	NA	NA	0.427564	0.287236	0.136607	NA	NA	NA	NA	NA	NA	0.315771410392296	0.288429745620783	0.273606507523966	NA	4.0	NA	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SMC4	1.8264640904453713	0.06778038555266423	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.37779654414152	0.754351838259001	0.0677803855526632	NA	NA	NA	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
RHOT1	1.8261676361496832	0.06782501468780919	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.847329	0.463993	0.067825	NA	NA	NA	NA	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
GGTLC1	-1.8243622438100762	0.06809732604937696	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.641703	0.351741	0.0680976	NA	NA	NA	NA	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
CTSV	1.8226220076549888	0.0683606600731622	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.55728860779892	0.854422146368434	0.0683606600731618	NA	NA	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SLC15A1	1.820700027535374	0.06865246800511948	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1617	0.457751	0.0111541	0.0282361207613744	0.762807593582645	0.970472211871862	NA	NA	NA	10.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
N6AMT1	1.8186110529074428	0.06897079035269309	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.64329732047099	0.903600205136675	0.0689707903526923	NA	NA	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
FRYL	-1.8182856442540654	0.06902048579609188	NA	NA	NA	NA	NA	NA	-1.06406	0.598827	0.0755826	-0.000568741	0.14777	0.996929	-2.00480225509843	1.46484863819702	0.171122121646813	NA	NA	4.0	22.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TTC5	-1.8175033692982767	0.06914007287165849	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.825703	1.04528	0.429564	-2.64053033036145	1.48310809000723	0.0750100049629479	NA	NA	NA	8.0	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
UMOD	-1.8174766737470525	0.06914415684588303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.300710776015586	0.16545509516533	0.0691441568458819	NA	NA	NA	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
KEL	1.8143303114191969	0.06962688762050187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.07219748853421	0.59096046722359	0.0696268876205023	NA	NA	NA	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TTC17	1.8136481910066815	0.06973190610633374	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.38706	0.76479	0.0697316	NA	NA	NA	NA	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
EEF1AKNMT	1.813386875494447	0.06977217238127645	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.724332	0.399436	0.0697721	NA	NA	NA	NA	NA	NA	13.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
PLCXD1	-1.813210791579395	0.06979931602744191	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.72411455902469	1.50237058574522	0.0697993160274421	NA	NA	NA	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
DSG4	1.8111623474256768	0.07011572474882194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.02636034913152	0.566686001721686	0.0701157247488213	NA	NA	NA	NA	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TLN2	1.8111016797463768	0.0701251135738233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.22376737390245	0.675703295727617	0.0701251135738238	NA	NA	NA	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ZNF519	1.810996888138869	0.07014133337160858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.533076728029272	0.294355408074227	0.0701413333716084	NA	NA	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TRIM52	1.810581046626354	0.07020572827755152	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.48275	0.818936	0.0702062	NA	NA	NA	NA	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
EMP2	1.8092524698061134	0.07041178944770839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.46734062941936	0.811020382123124	0.0704117894477082	NA	NA	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ABAT	1.8080191518850888	0.0706035198741643	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.03316	0.571432	0.0706031	NA	NA	NA	NA	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ATG7	1.8069077532691817	0.0707766634577706	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1809582074958	0.653579689034556	0.0707766634577703	NA	NA	NA	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
