GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_CASE_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_CASE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
TMEM222	1.1440564931587227	0.25260020909323844	0.5975662942874098	0.443468	0.117487339072988	0.726193	12.0	16.0	17.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
OR2T2	1.1438531832706913	0.2526845294797828	0.5974213467909486	NA	NA	0.252685	NA	NA	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
LILRA6	1.1437215155847171	0.25273914756805904	0.5973274836202269	NA	NA	0.252739	NA	NA	15.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
DGKB	-1.1436620645006255	0.25276381162626216	0.5972851041872577	0.00697771	0.753395913387964	0.687049	9.0	50.0	28.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
C8orf58	1.143643201479321	0.2527716375473129	0.5972716580309734	0.801599	0.117097183555004	0.870917	21.0	47.0	41.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
RYK	1.14339182147103	0.252875946612223	0.5970924784863075	0.985494	0.792858466749608	0.0892002	13.0	28.0	21.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
CDH2	1.1433226508952345	0.25290465390888606	0.5970431787680832	0.488991	0.741042820541039	0.33811	17.0	55.0	40.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
C1orf54	1.1433120033104398	0.2529090730903011	0.5970355901005533	NA	0.0739422583559478	0.864945	NA	12.0	6.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
IRAK2	-1.143307404436866	0.2529109818268036	0.5970323124379837	0.501009	0.319142566298079	0.755694	18.0	55.0	45.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
TRAF3	1.1432375973270494	0.25293995610582687	0.5969825611434143	0.450913	0.29792788067043	0.852944	9.0	23.0	15.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
CADPS	-1.1432185867126654	0.2529478470901837	0.5969690126413884	0.441103	0.697426512896706	0.109914	13.0	82.0	45.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
PYROXD2	1.1427791784748986	0.25313028580995356	0.5966558905064336	0.999923	0.0994095373959319	0.740243	16.0	64.0	32.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
MLH3	1.1427716481975163	0.253133413118367	0.5966505250307337	0.505371	0.64397989077936	0.0758286	28.0	120.0	87.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
CPD	-1.1426676040909425	0.25317662517246664	0.5965763935489401	0.311134	0.0815436667869039	0.211224	20.0	68.0	62.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
CUBN	1.1424912479541809	0.2532498819104806	0.5964507484776074	0.595733	0.029656390666627	0.737814	117.0	349.0	211.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
NREP	1.142409915469211	0.2532836716599881	0.5963928068005977	NA	0.152865475122951	0.852344	NA	13.0	3.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
RITA1	1.142407896452409	0.2532845105046422	0.5963913684725808	0.771884	0.961080393882085	0.101005	5.0	28.0	13.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
SERINC2	1.1423957961472364	0.25328953788141295	0.5963827483626599	0.0256215	0.751092008840496	0.5684	26.0	70.0	48.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
CYP2A7	1.1423316606229192	0.25331618576188286	0.5963370598640383	0.287905	0.0160136753119162	0.1355	18.0	57.0	42.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
MECP2	1.1422547570961226	0.25334814123591975	0.5962822776924122	NA	NA	0.253349	NA	NA	46.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
ATXN2	1.1420912416584925	0.2534160956074524	0.5961658045610857	0.954056	0.286991765566695	0.331534	7.0	69.0	60.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
ABCD1	1.1420670758268523	0.25342613961270977	0.5961485918832268	NA	0.48316951005861	0.360762	NA	9.0	19.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
RP11-58C22.1	1.141837636202737	0.2535215150405491	0.5959851784730719	NA	0.253521515040549	NA	NA	8.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
ETV3L	1.141706345657732	0.25357610225981797	0.5958916780211128	0.78308	0.646910045504098	0.213453	12.0	41.0	25.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
PALB2	-1.1414616186772484	0.2536778752633537	0.5957174084977817	0.0639462	0.760663020883736	0.857077	26.0	93.0	58.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
CEP72	1.1412311777487207	0.253773733212754	0.5955533314576427	0.12455	0.381107471428433	0.66346	20.0	70.0	50.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
MEF2B	1.1411850085362958	0.2537929415394993	0.5955204606222194	0.982208	0.229059361963986	0.42597	11.0	32.0	31.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
RLF	-1.1410900961124975	0.2538324322632465	0.5954528887303105	0.747549	0.637255556056865	0.236804	29.0	90.0	61.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
ZNF26	1.1407822832023786	0.2539605350698124	0.5952337665810602	0.263147	0.814092247446228	0.274807	4.0	37.0	21.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
PGK2	-1.1407299078415822	0.2539823366549435	0.5951964855849008	0.027361	0.419402135660717	0.563984	10.0	53.0	27.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
ASAP3	-1.1405610044494148	0.25405265266605026	0.5950762660864408	0.825296	0.298677707101416	0.247282	22.0	79.0	49.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
ATF6	-1.1405328329795954	0.25406438202215087	0.59505621560876	0.255913	0.956423202914501	0.371323	16.0	51.0	34.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
GXYLT1	1.1403783663318656	0.2541287018122188	0.594946282077819	0.713583	0.901332641003216	0.137764	3.0	27.0	23.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
KRT32	-1.1402975034255978	0.2541623775809544	0.5948887355217214	0.228112	0.634687930624451	0.213148	17.0	53.0	34.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
ZSCAN18	1.1402286862876714	0.25419103927406383	0.5948397632329163	0.325487	0.443963323449313	0.821072	26.0	69.0	33.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
NOL6	-1.1401929504876296	0.2542059237871288	0.5948143332545275	0.781143	0.718805007973689	0.181228	38.0	122.0	82.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
LORICRIN	1.1401139755310916	0.25423882022841027	0.5947581354351543	0.574487	NA	0.2933	7.0	NA	29.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
FANCI	1.140025525406091	0.2542756669984536	0.5946951978027535	0.0281545	0.573147264624709	0.433062	33.0	105.0	81.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
AKNAD1	1.1399409233666362	0.25431091420026464	0.5946350009126291	0.30833	0.0598027565813086	0.266601	15.0	72.0	34.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
OGFOD3	-1.1399058449353703	0.2543255296977046	0.5946100423003773	0.530911	0.424085104058304	0.0716015	13.0	49.0	23.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
PM20D1	1.1398699403634276	0.25434049001352055	0.5945844963336466	0.2427	0.420184112296459	0.106928	14.0	49.0	17.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
SORBS1	-1.1398697949457928	0.25434055060576066	0.5945843928704805	0.592817	0.369510978752714	0.107031	53.0	174.0	95.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
WAS	-1.1398226017018214	0.2543602154938618	0.5945508157541758	NA	0.467609380898576	0.375844	NA	3.0	9.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
DNAJC22	1.1397606339021806	0.2543860383777419	0.5945067280153463	0.318596	0.514055036604719	0.745758	6.0	32.0	17.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
ZNF776	1.1396166867062727	0.25444603030836976	0.5944043203010746	0.878772	0.642879214093741	0.0963685	12.0	40.0	24.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
SPRR1A	1.139525883199056	0.254483878954175	0.5943397241445043	NA	0.0810953530332185	0.894326	NA	7.0	3.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
LCMT1	-1.1395231659119391	0.2544850116319879	0.5943377911551486	0.573698	0.826744888956875	0.233174	14.0	28.0	31.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
IL12RB2	1.139512237280052	0.2544895671738122	0.5943300169096015	0.552108	0.211641316677883	0.896548	21.0	59.0	39.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
CEP97	1.1395096057109815	0.2544906641377972	0.5943281449099591	0.580969	0.707198970023977	0.072282	18.0	63.0	42.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
ZSWIM1	-1.1394501466640599	0.25451545039220647	0.5942858486262084	0.352954	0.223579750115617	0.86316	9.0	40.0	25.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
WDR18	1.1390313941721502	0.2546900602178509	0.5939880039047526	0.950801	0.237085234757354	0.466089	15.0	50.0	31.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
FAM153B	1.1389603893586648	0.2547196757955644	0.5939375067073707	NA	0.195031881427877	0.75284	NA	11.0	16.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
CCN4	1.138618601813086	0.2548622663437029	0.5936944592807513	0.12898	NA	0.926609	14.0	NA	40.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
TMEM18	-1.1385966280200188	0.2548714355022087	0.5936788349854427	0.646456	0.712664049740265	0.252151	4.0	19.0	7.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
NRBP2	-1.1385718953216106	0.2548817561628872	0.5936612491966485	0.15329	0.816785751370504	0.437905	14.0	46.0	33.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
CHL1-AS1	1.138326267972463	0.2549842693083614	0.5934866115790087	0.752373	NA	0.195553	8.0	NA	13.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
GSPT1	1.1383044436637975	0.25499337912102904	0.5934710958347977	0.724733	0.754954931515663	0.0534121	4.0	23.0	24.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
OR1J2	1.1382528272162507	0.2550149255456958	0.5934344003800083	0.231452	0.67952927834588	NA	10.0	21.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
UTP14C	1.137832281908567	0.25519052234297535	0.5931354591459425	0.896627	0.0187941121856994	0.803452	21.0	58.0	33.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
ZNF431	1.137746196730797	0.2552264771833218	0.5930742739236614	0.952494	0.314666032078419	0.365158	10.0	46.0	20.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
SFRP2	-1.1377144309719585	0.2552397455460249	0.5930516970069113	0.882126	0.209024566406038	0.571358	6.0	19.0	15.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
PSMB11	-1.1376697455018687	0.25525841120465087	0.5930199382534712	0.849574	0.469522384682323	0.150744	21.0	54.0	38.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
RNF157	1.1376434506136555	0.25526939533939363	0.5930012503424628	0.0022529	0.570864566371698	0.098735	15.0	67.0	33.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
NUDT16L1	1.137620454373085	0.25527900180302465	0.5929849069980535	0.834645	0.0230988041830362	0.609962	12.0	34.0	23.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
FAM208A	1.1373701176685875	0.25538359387081067	0.5928070057422721	NA	0.255383593870811	NA	NA	103.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
GCLC	1.1372711597446317	0.2554249472557625	0.5927366876270259	0.311702	0.638119234435954	0.625675	8.0	25.0	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
PLA2G7	1.1372686510436751	0.2554259956736986	0.5927349050243678	0.200788	0.640564600308204	0.823077	13.0	49.0	25.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
KPNB1	1.1372342238410371	0.25544038354034826	0.592710442380717	0.155916	0.493757927673056	0.893765	4.0	16.0	9.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
CPT1B	-1.1369648933004082	0.2555529619941854	0.5925190809764992	0.352857	0.300957971140973	0.995341	17.0	84.0	56.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
FNDC4	1.1369310474218632	0.2555671117948862	0.5924950350402072	NA	0.0510939518405435	0.731729	NA	17.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
R3HDM2	1.136890413498068	0.2555841001636926	0.5924661670470996	0.428366	0.319727214138032	0.85547	5.0	58.0	31.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
CA4	1.1367272396168069	0.2556523283577512	0.5923502475753535	0.864077	0.626674950458977	0.189766	11.0	35.0	23.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
SEC23A	1.136649141206314	0.2556849882677147	0.5922947694467886	0.711309	0.506959775514149	0.0938843	10.0	58.0	23.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
GABRP	-1.1365046139238049	0.25574543566039687	0.5921921084865434	0.636119	0.258196379396516	0.189874	12.0	33.0	25.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
TFDP2	-1.1363845424633343	0.2557956621504258	0.5921068246740466	0.317438	0.565704539194301	0.693471	6.0	28.0	21.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
ANXA7	1.1363203187760476	0.25582253005209477	0.5920612102622695	0.693221	0.966408614072099	0.10614	10.0	51.0	22.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
CDS1	-1.1363043293227604	0.25582921952534277	0.5920498540954198	0.735035	0.0828176441216045	0.916481	9.0	23.0	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
KIF19	-1.1362601734454647	0.2558476935562142	0.592018493799638	0.657584	0.285543379906206	0.64777	40.0	124.0	89.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
ZC3H10	1.1361221146113523	0.2559054608877849	0.5919204463983699	0.558569	0.867867570905476	0.2238	6.0	21.0	16.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
MFSD1	-1.1360091950722124	0.25595271603498837	0.5918402575857042	0.586514	0.997116439854327	0.15348	10.0	44.0	31.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
DHRS2	1.1359356421939537	0.25598350008069126	0.5917880270898939	0.0780136	0.733849286859741	0.892737	19.0	53.0	37.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
ART5	1.1359159896976492	0.25599172566460215	0.5917740720173684	0.650308	0.817343005468125	0.199434	12.0	33.0	24.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
MDGA1	1.1357053688048047	0.2560798929075967	0.5916245204854857	0.927468	0.247953192799346	0.471073	28.0	88.0	46.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
DDI2	1.1355646203831102	0.2561388228475876	0.5915245907207871	0.134126	0.57590841024255	0.927855	19.0	23.0	38.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
ATP5L2	-1.135364598520755	0.25622258618247196	0.591382589571563	NA	0.256222586182473	NA	NA	8.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
ZNF66	-1.135164579102978	0.25630636751791336	0.5912406043364652	0.256307	NA	NA	15.0	NA	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
STRN	1.1351123152024931	0.2563282622243799	0.5912035067638262	0.750834	0.0773081690399859	0.605094	13.0	49.0	31.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
IGHD	-1.1349383502849737	0.25640115000817654	0.5910800312550721	NA	0.256401150008176	NA	NA	45.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
DDX19A	1.134808004707266	0.25645577160204003	0.5909875225810237	0.874674	0.758725888126829	0.0150815	3.0	18.0	13.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
ZNF18	1.134743862512546	0.2564826534926663	0.5909420018861347	0.7523	0.698488311616844	0.206782	8.0	37.0	15.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
ZDHHC16	-1.1347134053481598	0.25649541872640114	0.5909203874317451	0.163769	0.506892990367851	0.216252	6.0	36.0	15.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
GDF10	-1.1342505801229128	0.25668945273651267	0.5905919759426521	0.539378	0.610137892668615	0.400376	12.0	57.0	31.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
PITHD1	-1.1341721546551862	0.2567223417824641	0.5905363343257519	NA	0.135517115453978	0.911405	NA	8.0	7.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
IL17RE	1.1336027056297822	0.2569612376055769	0.590132384698508	0.753746	0.225139149658248	0.287243	28.0	50.0	47.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
AKR1B10	1.1333924086306528	0.25704950061539666	0.5899832355245811	0.25909	0.489356693909429	0.12704	11.0	25.0	29.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
CENPE	-1.1333459629098426	0.2570689970211476	0.5899502968869808	0.0899528	0.817966277686278	0.618818	45.0	184.0	96.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
H1-10	1.1332240566034675	0.2571201742129414	0.589863846322433	0.928914	NA	0.0906778	6.0	NA	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
KCNK6	1.1331854979875673	0.25713636288412767	0.5898365033522978	0.647532	0.504452857581044	0.402007	9.0	35.0	28.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
AQP3	1.1330120339585843	0.25720919976943024	0.5897135017756372	NA	0.850445514397015	0.0733144	NA	17.0	9.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
PNP	-1.132828187486781	0.2572864118304806	0.5895831497510668	0.690331	0.610445809964929	0.291759	5.0	23.0	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
HACD2	-1.1328254592683074	0.2572875577520346	0.5895812154619772	0.832689	0.102460909951867	0.906211	3.0	19.0	3.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
DDX23	-1.1327413994247493	0.2573228667724463	0.5895216188738807	0.306929	0.619712306930315	0.657029	13.0	46.0	24.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
NDUFA10	1.132589196069385	0.25738680777353573	0.5894137163981488	0.609181	0.128049372016261	0.34155	13.0	62.0	35.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
PPEF1	1.1325758491843718	0.25739241535820934	0.5894042546989533	NA	NA	0.257392	NA	NA	13.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
PLK1	1.1325259402068655	0.2574133849584087	0.58936887443846	0.718964	0.0495758259710424	0.717459	16.0	47.0	26.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
PLG	-1.1325140890062	0.25741836449603217	0.5893604733026923	0.812933	0.0822717549481855	0.645113	24.0	69.0	44.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
DYNC1LI2	-1.1323365606876945	0.2574929648481007	0.5892346321349737	0.373351	0.170690044054749	0.764985	9.0	25.0	23.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
FAM78B	1.1322143106999978	0.2575443450460386	0.5891479815716498	0.576206	0.612342418530086	0.370581	4.0	15.0	10.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
CTRL	-1.1320444282646163	0.25761575639703904	0.5890275780085769	0.0487339	0.756324792312328	0.764059	16.0	31.0	22.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
RTN4IP1	1.1319527777595002	0.257654288075282	0.5889626252893179	0.3396	0.961661975981328	0.292014	9.0	37.0	25.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
PRR5-ARHGAP8	1.13191868448399	0.25766862258021794	0.5889384641419387	0.0898547	0.31054463304043	0.453432	63.0	95.0	124.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
ANKRD18A	-1.1318982692254906	0.2576772064328229	0.5889239964986195	0.63781	0.153112528005354	0.951265	32.0	84.0	57.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
C5orf15	-1.131853413544059	0.25769606726582706	0.5888922092247366	0.188217	0.952730765222751	0.55836	3.0	17.0	13.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
AP2S1	-1.1318382969735994	0.25770242366882423	0.588881496928154	0.60357	0.279525060995037	NA	3.0	9.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
NARS2	1.131717909201538	0.2577530496940693	0.5887961875091585	0.640641	0.510725162298671	0.403335	11.0	54.0	24.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
ZNF226	-1.1316113809119037	0.2577978532179016	0.5887207035051183	0.166119	0.88342289718422	0.668216	22.0	68.0	54.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
FAM107B	-1.1314978973206464	0.2578455879349033	0.5886402955231921	0.0654365	0.689716138159906	0.605302	5.0	39.0	15.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
RAD54L2	-1.1313416583190912	0.25791131693217595	0.5885296009665058	0.0566126	0.939918080382236	0.897656	28.0	106.0	62.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
RBFOX1	1.1310334318746422	0.2580410203884853	0.5883112494155155	0.576551	0.0867260775361933	0.754775	22.0	72.0	58.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
DDX19B	1.1310215885355388	0.2580460050357497	0.5883028601141203	0.433834	0.418504006762252	0.0471041	4.0	14.0	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
CUL4A	1.1309951705390304	0.2580571241333436	0.5882841469443811	0.970281	0.76335109929357	0.090054	8.0	31.0	31.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
SEC24A	1.1309789670735617	0.2580639441908896	0.5882726693530156	0.0522019	0.897975237525363	0.884185	25.0	87.0	44.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
COPB1	1.130906968155469	0.25809425013116005	0.5882216706367761	0.685435	0.647305154923301	0.272982	11.0	63.0	24.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
EDARADD	1.1308325227729161	0.25812558843747657	0.5881689409564914	0.528858	0.384168340553587	0.646473	7.0	12.0	8.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
PCDHGA2	-1.1305687945368827	0.25823662791843693	0.5879821579848861	0.33253	0.443239960849625	0.823971	425.0	99.0	879.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
ZRANB1	1.1305010623335114	0.25826515106105885	0.5879341912828766	0.374561	0.330509214346354	0.0410314	7.0	36.0	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
MARCHF6	1.1304893667728857	0.25827007647474554	0.5879259088662234	0.874581	NA	0.0789867	6.0	NA	32.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
NOP10	-1.1304460602805062	0.2582883149353604	0.5878952410349056	NA	0.258288314935361	NA	NA	5.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
SLC38A4	1.1303832424524622	0.2583147721510135	0.5878507572791484	0.873013	0.199994524586842	0.605519	8.0	44.0	15.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
HGF	1.1300394877802542	0.25845958584172135	0.5876073559282418	0.969533	0.974034846605852	0.0592222	8.0	48.0	38.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
OR8D4	-1.1300369958668435	0.25846063581665035	0.5876055916392907	0.73026	0.315962495125042	0.542052	3.0	20.0	15.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
DBNDD1	-1.1294736966660934	0.2586980594449788	0.5872068290163458	0.227273	0.612008370520159	0.809025	13.0	30.0	17.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
FAM160A1	-1.1294663337419992	0.2587011638265977	0.5872016175055967	0.276382	0.324817735968752	0.907021	27.0	93.0	68.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
KCNMA1-AS1	1.1293348859252978	0.25875658965603876	0.5871085813811548	0.212873	NA	0.725279	7.0	NA	15.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
CABP7	-1.1292464816974455	0.2587938705033572	0.5870460140856137	0.57292	0.285737182179659	0.745456	9.0	18.0	16.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
GALE	-1.1289774513499535	0.25890734588605924	0.5868556273074166	0.293568	0.436267334872754	0.89925	7.0	32.0	19.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
ANP32A	1.1285604584043911	0.2590832991259209	0.58656058134541	NA	0.940196959274893	0.128258	NA	13.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
KLK5	1.1285456999088281	0.25908952809914987	0.5865501400078512	0.154233	0.210663575129592	0.470429	6.0	22.0	16.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	META-GROUP2
