GENE,META_PVAL,AMP_NIH_PVAL,GNE_PVAL,UKB_CASE_PVAL,UKB_SIBLING_PROXY_PVAL,UKB_PARENT_PROXY_PVAL,MAF,AMP_NIH_SIG,GNE_SIG,UKB_CASE_SIG,UKB_SIBLING_PROXY_SIG,UKB_PARENT_PROXY_SIG,SIG_DATASET
PTHLH,0.0221371133797807,0.711029,0.655927250616791,0.0406327,0.00253843,0.615874,0.001,0,0,1,1,0,2
CD226,0.0223216147664439,0.0342052,1.0,0.620461,0.171087,0.00826271,0.001,1,0,0,0,1,2
STIMATE,0.0223916785900412,1.0,,0.222932,0.0303563,0.0196713,0.001,0,0,0,1,1,2
ZSWIM8,0.0231282593694662,0.691634,0.196852529531517,0.0279525,0.0373748,0.222618,0.001,0,0,1,1,0,2
ASRGL1,0.0233502869305565,0.283496,0.0105396678038004,0.0423197,0.289576,0.877432,0.001,0,1,1,0,0,2
SULF1,0.0233548979517013,0.0641894,0.0434026393901602,0.79511,0.800078,0.0181336,0.001,0,1,0,0,1,2
LEMD1,0.0234040972108326,0.551538,0.587061989576925,0.0458425,0.011283,0.192514,0.001,0,0,1,1,0,2
ERC2,0.0241313297080193,1.0,0.53484104323461,0.00202302,0.640135,0.0487725,0.001,0,0,1,0,1,2
EIF3K,0.0246238647628879,1.0,0.121581483020669,0.592053,0.0318754,0.015184,0.001,0,0,0,1,1,2
NECAP1,0.0248404787457068,0.0393246,0.0045553696489489,0.38934,0.675521,0.749424,0.001,1,1,0,0,0,2
ATP8B2,0.0249289135812063,0.223956,0.0155003533527611,0.430542,0.706291,0.033631,0.001,0,1,0,0,1,2
ARHGAP24,0.0251300835431247,0.352895,0.0077266404365858,0.0331455,0.397669,1.0,0.001,0,1,1,0,0,2
AMIGO3,0.0254585305130045,0.0808275,0.871664120911799,0.0433714,0.0166385,0.721089,0.001,0,0,1,1,0,2
SORD,0.0254664103874965,0.038255,0.469508588430056,0.0964587,0.0301168,0.702973,0.001,1,0,0,1,0,2
ADAMTS9-AS2,0.0262252511263299,0.4009,,0.78889,0.0423523,0.0124518,0.001,0,0,0,1,1,2
TRAF2,0.0266535832882135,0.818745,0.0075505280173784,1.0,0.0447735,0.14211,0.001,0,1,0,1,0,2
SLC12A8,0.026765862276472,0.0224711,0.745654747023004,0.660438,0.0174958,0.204479,0.001,1,0,0,1,0,2
ADGRB1,0.0270152619878694,0.0344114,0.0350704053506715,0.494922,0.0970111,0.693054,0.001,1,1,0,0,0,2
C11orf21,0.0270988707925568,0.636809,1.0,0.00502838,0.0150829,0.83543,0.001,0,0,1,1,0,2
HMX1,0.0271419854958456,0.716513,0.348074257118252,0.0116527,0.047351,0.293929,0.001,0,0,1,1,0,2
CDK3,0.0272463768366322,0.0242912,0.120903672221766,0.0355632,0.471821,0.825643,0.001,1,0,1,0,0,2
CITED2,0.0275799807512582,0.232995,0.0275584026428053,0.747326,0.193508,0.0446462,0.001,0,1,0,0,1,2
GCLM,0.0277045902430247,0.516009,0.520132581795884,0.00423565,0.0367213,1.0,0.001,0,0,1,1,0,2
MIER1,0.0277817040706646,0.616058,0.0054596767857154,0.900866,0.672374,0.0205783,0.001,0,1,0,0,1,2
ARHGEF38,0.0279169601664082,0.0158072,0.0087608782685589,0.676147,0.451103,1.0,0.001,1,1,0,0,0,2
NAALADL2-AS3,0.0279178705259653,0.424833,,0.0105025,0.0408938,1.0,0.001,0,0,1,1,0,2
SLITRK5,0.0280603781433589,1.0,0.0016477579154783,0.87445,0.759923,0.0388823,0.001,0,1,0,0,1,2
TRPV1,0.0281786572628541,0.0206267,0.0126043862170229,0.305901,0.881498,0.611242,0.001,1,1,0,0,0,2
RTN4RL1,0.0282411309908052,0.655244,0.0308385574031271,0.24829,0.00976225,0.877898,0.001,0,1,0,1,0,2
ZNF333,0.0283162604688547,0.510715,0.487231766428226,0.235589,0.0391447,0.0188143,0.001,0,0,0,1,1,2
XPO7,0.0283181728757747,0.900258,0.241947297030912,0.00632253,0.0399295,0.785241,0.001,0,0,1,1,0,2
COPZ2,0.0284013803822858,0.290468,0.0099820177990133,0.732146,0.612216,0.0333751,0.001,0,1,0,0,1,2
PARM1,0.0292608480507142,0.0444238,0.772057875010003,0.00698791,0.865543,0.218948,0.001,1,0,1,0,0,2
MEIOB,0.0293518534553135,0.222088,0.493037847790071,0.762061,0.0226653,0.0241308,0.001,0,0,0,1,1,2
SCGB1D2,0.02949745511146,0.043684,0.599955353407377,0.0425108,0.0513419,0.803971,0.001,1,0,1,0,0,2
KEAP1,0.0295071669150896,0.0379941,0.426893269596159,0.640937,0.0227335,0.194696,0.001,1,0,0,1,0,2
KCTD20,0.0296712473253117,0.0238168,0.0331475624853621,0.209131,0.914149,0.30749,0.001,1,1,0,0,0,2
OR10G9,0.0296959001503755,0.314453,0.0360934299542106,0.621953,0.81601,0.0080672,0.001,0,1,0,0,1,2
PLEKHG1,0.0298796607690082,0.548496,0.0446809135557104,0.0123903,0.216466,0.713742,0.001,0,1,1,0,0,2
FAM214A,0.0304893586652168,0.0313097,0.790242897960451,0.731744,0.39004,0.00685484,0.001,1,0,0,0,1,2
EFCAB2,0.0305220372664485,0.0208291,0.0138418683629066,0.31713,0.869368,0.609987,0.001,1,1,0,0,0,2
TANK,0.0305910866161445,0.763169,0.893286928396259,0.0231081,0.00848008,0.364228,0.001,0,0,1,1,0,2
MTR,0.0308066833581896,0.764448,0.0284942647772017,0.261041,0.0302559,0.285929,0.001,0,1,0,1,0,2
SHANK1,0.0310303125644494,0.0282073,0.0398993430579646,0.593543,0.0744698,1.0,0.001,1,1,0,0,0,2
FRMPD3,0.0310681554722875,,0.307882395228609,0.0459282,0.026181,0.575115,0.001,0,0,1,1,0,2
LOC102724708,0.0313254787068155,0.0294565,,0.0470334,0.242956,0.640149,0.001,1,0,1,0,0,2
NUP58,0.0317504691121973,0.360161,0.0111536192472389,0.0472784,0.383244,0.708267,0.001,0,1,1,0,0,2
SOX8,0.0317557545511671,0.0290898,0.807138592353067,0.897173,0.0116721,0.209723,0.001,1,0,0,1,0,2
FLAD1,0.0317840166097586,0.570735,0.599180911957234,0.701338,0.00476909,0.0451446,0.001,0,0,0,1,1,2
LRRC46,0.031813038624271,0.0167981,0.863124547438562,0.352009,0.592737,0.0170934,0.001,1,0,0,0,1,2
FGL1,0.0318387600330308,0.79505,0.0234760418947219,0.590924,0.648296,0.00724102,0.001,0,1,0,0,1,2
ITGB2,0.0319010112719196,0.0441703,0.0346031833601703,0.0729546,0.73668,0.632217,0.001,1,1,0,0,0,2
CEP57L1,0.0321555284820457,0.35612,0.020809163480713,0.313735,0.513897,0.0440075,0.001,0,1,0,0,1,2
TIGD5,0.0326026110700474,0.326352,0.677644616307279,0.0133939,0.0475236,0.381641,0.001,0,0,1,1,0,2
HAAO,0.0326521340158485,0.0313813,0.0380794830413839,0.331928,1.0,0.135763,0.001,1,1,0,0,0,2
PARP14,0.0334554449658552,0.863661,0.0341956315206542,0.203039,0.0110676,0.842774,0.001,0,1,0,1,0,2
TPGS2,0.0336727829170487,0.0125711,0.0353419760020047,0.206317,0.926622,0.665196,0.001,1,1,0,0,0,2
ZNRD2,0.0336854950701563,0.0395519,,0.21565,0.82784,0.0339131,0.001,1,0,0,0,1,2
BACH1,0.0337003564434639,0.0256138,0.0186672324484116,0.375594,0.386372,0.815321,0.001,1,1,0,0,0,2
KIF26B,0.0341151035134259,0.751673,0.0125611791679183,0.397096,0.0202658,0.758916,0.001,0,1,0,1,0,2
GNG12-AS1,0.0346372891500521,0.0277474,,0.472744,0.839212,0.0226544,0.001,1,0,0,0,1,2
NR5A2,0.0348903058737002,0.551826,0.0434802789820777,0.666,0.0100219,0.372967,0.001,0,1,0,1,0,2
MAML2,0.0354384986270173,0.569754,0.119404718032061,0.886772,0.0210172,0.0482735,0.001,0,0,0,1,1,2
SERPINB4,0.0354702122050955,0.584974,0.55424772439619,0.359348,0.0244139,0.0215487,0.001,0,0,0,1,1,2
PRSS45P,0.0355383020588327,0.746411,,1.0,0.018253,0.0190042,0.001,0,0,0,1,1,2
PRR19,0.035578712609087,0.216972,0.0483367089334004,0.0318263,0.378252,0.487806,0.001,0,1,1,0,0,2
FGF3,0.0356513350535481,1.0,0.0292972603509487,0.00753769,0.513452,0.544904,0.001,0,1,1,0,0,2
ERMARD,0.035996875723745,0.589493,0.424427660484579,0.682078,0.0314199,0.0116988,0.001,0,0,0,1,1,2
NPBWR2,0.0360548976792021,0.729478,1.0,1.0,0.00352544,0.0244532,0.001,0,0,0,1,1,2
OSBPL10,0.0363294774511351,0.124235,0.020070031983213,0.88176,0.843128,0.0343323,0.001,0,1,0,0,1,2
ZNF474,0.0372828351219298,0.879334,0.170859762339057,0.663347,0.01558,0.0426912,0.001,0,0,0,1,1,2
KCNJ9,0.0373730990956869,,0.0341474604886119,0.699568,0.598985,0.0194793,0.001,0,1,0,0,1,2
RAPGEF3,0.0374149481777619,0.0266802,0.392266246863675,0.239484,0.0380482,0.699004,0.001,1,0,0,1,0,2
PCDHA13,0.03826335202267,0.937129,0.669542913771435,0.107793,0.036556,0.0279312,0.001,0,0,0,1,1,2
TAGLN,0.0385698550665339,0.453857,0.0183947120988278,0.0332275,0.417561,0.603751,0.001,0,1,1,0,0,2
BAZ2A,0.038618656826813,0.571846,0.0244732585135563,0.714649,0.177466,0.0394799,0.001,0,1,0,0,1,2
UNC5C,0.0386520710771355,0.653003,0.0301514924891311,0.139218,0.0361518,0.708107,0.001,0,1,0,1,0,2
SEZ6L2,0.0388172836660991,0.255602,0.0103186795597385,0.0366579,0.730666,1.0,0.001,0,1,1,0,0,2
ELN,0.0388179735326459,0.103836,0.0446864747544876,0.0152252,1.0,1.0,0.001,0,1,1,0,0,2
MATN2,0.0389795524603899,0.282397,0.926302844530897,0.0472248,0.0403803,0.142556,0.001,0,0,1,1,0,2
ERICH1,0.0389872055329156,0.0120002,0.0328164021735933,0.42854,0.791995,0.532206,0.001,1,1,0,0,0,2
DZANK1,0.0392598047597879,0.767851,0.398967027393298,0.0432942,0.211807,0.025602,0.001,0,0,1,0,1,2
HECW2,0.0394947535057,1.0,0.110728694978158,0.316732,0.0481198,0.0430211,0.001,0,0,0,1,1,2
NEK2,0.0398153909829944,0.584513,0.0120735136293885,0.782052,0.018134,0.734783,0.001,0,1,0,1,0,2
SUZ12,0.0406450969662784,0.0499489,0.196250006359372,0.874879,0.0155096,0.571252,0.001,1,0,0,1,0,2
C17orf64,0.0412887860568142,0.57421,0.610610371182509,0.0339523,0.545287,0.0120009,0.001,0,0,1,0,1,2
ENDOU,0.0427601402024578,0.0277082,0.189657454804209,0.398687,0.880686,0.0446375,0.001,1,0,0,0,1,2
ARPC5,0.0428317793176004,0.0478603,0.364071074885104,0.0151491,0.525025,0.595883,0.001,1,0,1,0,0,2
CADM4,0.0428657636813273,0.562144,0.0245870741298075,0.017909,0.451042,0.74062,0.001,0,1,1,0,0,2
EIF3F,0.0430458185083058,0.216811,0.222592453075002,0.0386692,0.0491408,0.907695,0.001,0,0,1,1,0,2
CDK13,0.0432917045250751,0.505495,0.91615555086731,0.00880983,0.0237431,0.867145,0.001,0,0,1,1,0,2
REXO1,0.043573612502436,0.0236078,0.569183043573468,0.75488,0.0424294,0.197209,0.001,1,0,0,1,0,2
HOXC5,0.0436958784454825,0.455057,0.0156018141582265,0.722102,0.0186632,0.891036,0.001,0,1,0,1,0,2
ACER2,0.0443683480370409,0.0457121,0.641863784316299,0.628916,0.00923803,0.512468,0.001,1,0,0,1,0,2
ZBTB26,0.0445689699072884,0.768889,0.0400159957547633,0.360611,0.351266,0.0225773,0.001,0,1,0,0,1,2
TBC1D30,0.0445842359536802,0.403635,0.0223876143851968,0.0292642,0.42196,0.789001,0.001,0,1,1,0,0,2
SNRNP27,0.0446345876729013,0.0131576,0.0364085875585173,0.415456,0.871737,0.508364,0.001,1,1,0,0,0,2
MADCAM1,0.0448590626494073,0.713099,0.0449764743899745,0.0863423,0.0364153,0.881672,0.001,0,1,0,1,0,2
ZNF517,0.0460697315849293,0.668319,1.0,0.0846784,0.0343497,0.0477299,0.001,0,0,0,1,1,2
ELP5,0.0461299243250838,0.236702,0.57699698522869,0.0248573,0.566718,0.0483262,0.001,0,0,1,0,1,2
AQR,0.0461914630971701,0.0392256,0.0147659757520487,0.822871,0.813446,0.240334,0.001,1,1,0,0,0,2
FANCI,0.0462462875083114,0.0311837,0.649216499103466,0.630342,0.533436,0.0137138,0.001,1,0,0,0,1,2
CHSY1,0.0468183327081615,0.327108,0.0441598643264649,0.545254,0.691017,0.0174942,0.001,0,1,0,0,1,2
IQCE,0.0475204782122864,0.228515,0.0280178324598075,0.69088,0.594296,0.0370964,0.001,0,1,0,0,1,2
WLS,0.048424392831074,0.0149833,0.703972864778689,0.3509,0.877454,0.0309515,0.001,1,0,0,0,1,2
MCM3,0.0485450230543556,0.0303998,0.0412076523271508,0.503658,0.443649,0.360553,0.001,1,1,0,0,0,2
RPL23,0.049364909385149,0.0452376,0.42245995541275,0.0396688,0.288475,0.474105,0.001,1,0,1,0,0,2
KLK14,0.0497352854298759,0.498004,0.910674688065444,0.0427418,0.17491,0.0309522,0.001,0,0,1,0,1,2
TERT,0.0498606691837655,0.352558,0.012461076135869,0.664035,0.0495428,0.729059,0.001,0,1,0,1,0,2
