GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	UKB_CASE_BETA	UKB_CASE_SE	UKB_CASE_PVAL	AMP_NIH_BETA	AMP_NIH_SE	AMP_NIH_PVAL	UKB_SIBLING_PROXY_BETA	UKB_SIBLING_PROXY_SE	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_BETA	UKB_PARENT_PROXY_SE	UKB_PARENT_PROXY_PVAL	GNE_BETA	GNE_SE	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	NTOTAL	META_ANALYSIS_GROUP
C14orf180	0.8102245451984926	0.4178111328678742	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.04377585026449	1.28825503553312	0.417811132867873	NA	NA	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
MMP28	0.8100329395345	0.41792124440036804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.926826057137673	1.14418317071191	0.417921244400368	NA	NA	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SPNS3	0.8099889250961243	0.4179465409375752	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.211152091846296	0.260685159147377	0.417946540937575	NA	NA	NA	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
FAM160A1	0.8099236145131367	0.41798407872754706	NA	NA	NA	0.730783	0.815	0.369897	NA	NA	NA	NA	NA	NA	0.1136409131495	0.456868641770208	0.803562909263942	NA	2.0	NA	NA	12.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
NUCB1-AS1	0.809882909714006	0.4180074751471117	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.992552	1.22555	0.418007	NA	NA	NA	NA	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
PRSS22	0.80969756004325	0.4181140207071937	NA	NA	NA	NA	NA	NA	NA	NA	NA	-9.5272	66.9782	0.886888	1.47807722761811	1.14817402834615	0.197979790267403	NA	NA	NA	6.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SFRP2	-0.8095786817892527	0.41818236455831614	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.600516049282869	0.741763663978486	0.418182364558316	NA	NA	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SLCO2A1	0.8095387498266023	0.4182053231690682	1.32702	1.41713	0.349059	NA	NA	NA	-8.67352	70.4284	0.901985	0.427502	0.817545	0.601037	0.305714403029961	1.08061402190458	0.77724732548912	2.0	NA	2.0	6.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
BIN3	-0.8093728703694555	0.4183007023814851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.26050198535944	1.55738106811519	0.418300702381486	NA	NA	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
PPP1R13B	-0.8092945040162165	0.4183457667917688	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.30328079961695	1.61039126442756	0.418345766791772	NA	NA	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
LURAP1	0.8092406531271312	0.4183767352916288	NA	NA	NA	NA	NA	NA	1.62129	1.41642	0.252359	-0.000219672	1.09729	0.99984	NA	NA	NA	NA	NA	2.0	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
LPAR5	-0.8091435700370142	0.41843256911958493	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.24346349525085	1.53676497138075	0.418432569119583	NA	NA	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
MRPL21	-0.8091369052357008	0.41843640229989965	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.30259085002038	1.60985222845686	0.418436402299901	NA	NA	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TMX2	-0.8089926133263025	0.41851939512429426	-9.78158	94.3781	0.917453	NA	NA	NA	NA	NA	NA	-0.209192	0.769512	0.785737	-1.58880949352261	1.54896451690304	0.30502187690068	3.0	NA	NA	5.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
GRIP2	-0.8089677205627859	0.41853371375207404	-9.60963	94.1142	0.918673	NA	NA	NA	-9.4625	94.7952	0.920487	-0.237896	0.764852	0.755774	-1.65500492233331	1.49777780853686	0.269171032928872	3.0	NA	3.0	12.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
NTAN1	0.8089645246712203	0.4185355520896149	1.91801	1.41882	0.176429	NA	NA	NA	NA	NA	NA	-0.224625	1.08104	0.835396	NA	NA	NA	2.0	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
EEF2K	0.80890166914209	0.41857170874998595	-0.0527683	1.07268	0.960765	0.391471	0.704898	0.57865	1.16095	0.73375	0.113602	0.0987007	0.287168	0.731069	-0.310348254210517	0.497891855610211	0.533071218813357	4.0	2.0	6.0	12.0	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
MRPL36	0.8088952486187243	0.4185754021591509	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.686733821304634	0.848977444826516	0.418575402159151	NA	NA	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
CPNE9	0.8087980309913309	0.41863132899034916	1.6429	1.01623	0.105951	NA	NA	NA	NA	NA	NA	0.214396	0.563698	0.703695	-0.972376066533634	1.63117310570734	0.551094591257596	4.0	NA	NA	14.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
RPL29	-0.8087965623910008	0.4186321738725274	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.309909152188702	0.383173181736251	0.418632173872527	NA	NA	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
AIPL1	0.8087657634032754	0.41864989268605046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.416667103046812	0.515188849356682	0.41864989268605	NA	NA	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
H4C11	0.8087647126042738	0.41865049722382075	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.99085	1.22514	0.418651	NA	NA	NA	NA	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SLC5A5	0.8086913586291815	0.4186926999502417	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.03206	0.733519	0.15943	-0.485130777024169	1.84224989454324	0.792291589987918	NA	NA	NA	8.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
KLHDC1	0.8086506687802851	0.418716111111643	NA	NA	NA	0.515812	0.724757	0.476649	NA	NA	NA	NA	NA	NA	0.535662040800389	1.24024158156874	0.665813097502371	NA	2.0	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SLC2A12	0.8085905072835282	0.4187507268200259	0.857866	1.23996	0.489031	NA	NA	NA	NA	NA	NA	0.369223	0.817462	0.651506	NA	NA	NA	3.0	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
WDR27	-0.8084141850848192	0.4188521887466432	-1.57672	1.02142	0.122673	-0.0773092	0.199464	0.698323	-0.350262	0.758962	0.644439	-0.118602	0.232795	0.610421	0.300763183580668	0.274784597504004	0.273717495909132	8.0	6.0	5.0	19.0	18.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
JOSD2	-0.8083805880824261	0.418871523271075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.27731548327952	1.58009173167983	0.418871523271075	NA	NA	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ZNF165	-0.8082993983823973	0.418918248781024	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.755077838770795	0.934156131109201	0.418918248781024	NA	NA	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
CRYL1	0.8082661381850779	0.4189373912531327	-0.975975	0.734487	0.183919	NA	NA	NA	0.635384	0.680268	0.350293	0.359884	0.202531	0.0755789	0.184205902550489	0.785982672703144	0.814702543073748	5.0	NA	2.0	14.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
FKBP10	-0.8081585793903431	0.41899929883541054	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.24646617795163	1.54235345604069	0.418999298835413	NA	NA	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
CBFA2T2	-0.8081287111559712	0.41901649104055305	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.12306	1.11892	0.912424	-1.9425107942945	1.55047648055417	0.210261161478033	NA	NA	NA	3.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
CCDC69	0.8080764913940176	0.4190465498189584	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.530219331034717	0.656149927242695	0.419046549818958	NA	NA	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SMG9	-0.8080508749352316	0.41906129564784655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.24676234016313	1.54292554941304	0.419061295647848	NA	NA	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
NACAD	-0.8079796726230799	0.41910228406826044	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.25011382127	1.54720949502547	0.419102284068258	NA	NA	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
FAM134B	0.8078672885672407	0.419166984025937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.916632144538828	1.13463208315376	0.419166984025938	NA	NA	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
CCR1	0.8071776396194391	0.4195641463493729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.07718973680346	1.33451384668104	0.419564146349371	NA	NA	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
CGREF1	-0.8071661414736444	0.41957076989754505	NA	NA	NA	0.275474	0.665031	0.678708	NA	NA	NA	NA	NA	NA	-1.3275825945958	0.853348824315957	0.119771688520729	NA	2.0	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
EPM2A	-0.8071303623442452	0.41959138098676885	NA	NA	NA	-1.23775	1.10599	0.263082	NA	NA	NA	NA	NA	NA	-0.02336829571702	1.04689063976522	0.982191402397727	NA	2.0	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
A1CF	-0.8069234995518711	0.41971055898366716	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.29640466863719	1.60660170308233	0.419710558983667	NA	NA	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ZNF780B	-0.8068251964167362	0.41976720045696625	NA	NA	NA	-11.1869	70.6751	0.874231	NA	NA	NA	NA	NA	NA	-0.624828667747636	0.635804667754379	0.325736976029213	NA	2.0	NA	NA	12.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
IL24	0.8067627780057057	0.41980316777374427	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.676448	0.838472	0.419803	NA	NA	NA	NA	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
KCNK13	-0.8065798714683952	0.41990857430821804	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.30268694578622	1.61507495025217	0.419908574308219	NA	NA	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
LRRC72	-0.806235781996892	0.42010691050796056	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.24752347936891	1.54734323038731	0.420106910507961	NA	NA	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
PCSK9	-0.8061746979823583	0.4201421256234179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.733913732700866	0.910365624892046	0.420142125623418	NA	NA	NA	NA	9.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
NT5DC3	0.8059039757829478	0.42029821864795613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.390101253002617	0.484054260464006	0.420298218647956	NA	NA	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
CELSR1	-0.8057293156059782	0.42039894230054675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.736046241882104	0.913515528882716	0.420398942300547	NA	NA	NA	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
FBXO40	0.8056726590373029	0.4204316182572837	0.351194	0.811142	0.665042	0.459412	1.05617	0.663579	-8.45829	70.4349	0.904414	0.21613	0.425002	0.611076	0.277627828046528	0.509273317576585	0.585653760993191	7.0	2.0	2.0	13.0	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
FAM107A	0.8056725598207616	0.42043167548047267	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.663662199522552	0.823736878503343	0.420431675480472	NA	NA	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ARHGEF38	-0.80566818846013	0.4204341966694066	NA	NA	NA	-0.251492	0.31533	0.425131	NA	NA	NA	NA	NA	NA	-0.120663134903389	0.352986373177943	0.732474987230712	NA	3.0	NA	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
LIN7C	-0.8056272935672382	0.42045778329155337	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.29985265992783	1.6134665127496	0.420457783291555	NA	NA	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
FZD2	0.8055872440777824	0.4204808830702512	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.987223	1.22547	0.420479	NA	NA	NA	NA	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
C8orf59	0.8055351830249745	0.42051091200280166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4873229707966	0.604967953065175	0.420510912002802	NA	NA	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
RABGAP1	-0.8054119940188218	0.42058197271461195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.756374625808755	0.939115175122509	0.420581972714612	NA	NA	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TCTE1	-0.8052600903040823	0.4206696070117433	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.22191454677465	1.51741600196929	0.420669607011744	NA	NA	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
C8orf44	0.8050626604316644	0.4207835216831288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.221483448908661	0.275113304584148	0.420783521683128	NA	NA	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
HMX1	-0.8049131304920735	0.4208698107177381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.24482868787253	1.54653793150513	0.420869810717737	NA	NA	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
MYHAS	-0.804545166223826	0.4210821955722873	NA	NA	NA	-0.228309	0.283774	0.421083	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
CYYR1	-0.8044305976417297	0.4211483361131477	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.251699	0.241829	0.297963	-0.0314357876713965	0.324673743397342	0.922867198550654	NA	NA	NA	4.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TBC1D19	-0.8043634945526406	0.42118707761495	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.26733088770355	1.57556987144027	0.42118707761495	NA	NA	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
CHRNA10	0.804311610363758	0.42121703402408384	NA	NA	NA	NA	NA	NA	1.04763	1.22925	0.394076	0.184524	0.64696	0.775478	NA	NA	NA	NA	NA	3.0	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
IL1RL1	-0.8042929624552794	0.4212278010849868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.788348440008207	0.980175728010353	0.421227801084987	NA	NA	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TAS2R42	-0.8041522807900776	0.4213090340614529	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.25243972559479	1.55746586251583	0.421309034061454	NA	NA	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
PLEC	0.804131705332415	0.42132091559586415	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.608557942347797	0.756788892058707	0.421320915595865	NA	NA	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
OR13H1	-0.804112725121284	0.4213318761111532	-10.5295	67.2185	0.875524	NA	NA	NA	-10.5955	95.6896	0.911832	-0.402111	0.357308	0.260424	NA	NA	NA	4.0	NA	3.0	8.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
PRR30	-0.8040876627614328	0.4213463491452345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.606187943871314	0.753882905987535	0.421346349145234	NA	NA	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TFF2	0.804046413240774	0.42137017059055504	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.01792631579758	1.26600442341972	0.421370170590555	NA	NA	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
CLDN5	0.8039870016457091	0.4214044819550202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.907190618508399	1.12836478282788	0.421404481955018	NA	NA	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
H2BC14	0.8039609840314368	0.4214195081549196	NA	NA	NA	NA	NA	NA	1.80169	1.42115	0.204881	-9.59611	73.3667	0.895936	NA	NA	NA	NA	NA	2.0	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
CYB561D1	-0.8038700592047036	0.42147202330230205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.25639115864603	1.56292816763075	0.421472023302304	NA	NA	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
H1-3	-0.8035618613906854	0.4216500566365221	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.839915	1.04524	0.421651	NA	NA	NA	NA	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
H1FNT	-0.8035031208849288	0.4216839936394524	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.25602636941867	1.56318791647674	0.421683993639453	NA	NA	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
PFN2	-0.8034084650632526	0.4217386838881505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.23251977723794	1.5341135061863	0.421738683888153	NA	NA	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
