GENE	TEST_STAT_SUMMEDZ	META_PVAL	UKB_ALL_CASES_BETA	UKB_ALL_CASES_SE	UKB_ALL_CASES_PVAL	AMP_NIH_BETA	AMP_NIH_SE	AMP_NIH_PVAL	UKB_ALL_CASES_NUMVAR	AMP_NIH_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
ZNF430	-2.0215241914591973	0.043225530690010096	-0.157721	0.080321	0.0495727	-0.00904167	0.156185	0.953836	89.0	24.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MEGF9	-2.02151339119766	0.0432266475374	-0.169737	0.132017	0.19854	-0.157414	0.213938	0.461856	110.0	21.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
COPB1	2.021153826326436	0.04326384380765805	0.187446	0.115987	0.106073	0.119622	0.29532	0.685435	104.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RAB21	2.0211251233461285	0.043266814239132756	0.391211	0.193561	0.0432668	NA	NA	NA	28.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TMIGD2	2.0210677837453828	0.04327274875058335	0.220769	0.171463	0.1979	0.286593	0.390716	0.463249	56.0	13.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZNF207	2.0210287572191996	0.043276788296000825	0.114492	0.182936	0.531409	0.626885	0.449325	0.162964	60.0	8.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NAGPA	-2.020944007370638	0.043285561653997384	-0.227478	0.109758	0.0382154	0.009771	0.18937	0.958849	177.0	28.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
KPNA2	2.0203734586852553	0.04334466433783864	0.0708723	0.0772749	0.359067	0.182282	0.165226	0.26993	78.0	8.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
GPSM2	2.019593483497411	0.04342557165139595	0.0323567	0.0832743	0.697605	0.666933	0.408901	0.102882	108.0	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
KLHL1	2.0194495839135547	0.04344051237719506	0.0439295	0.074699	0.556474	0.222919	0.155739	0.152326	127.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
C19orf47	-2.0191311357200656	0.04347359147794586	-0.0370191	0.106075	0.727097	-0.389664	0.233312	0.0948917	112.0	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MIR302CHG	-2.018925020044775	0.04349501327601335	-0.169949	0.189167	0.368968	-0.427612	0.38162	0.262493	55.0	8.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NCOA4	2.01881311066105	0.04350664785914601	0.0289714	0.0657504	0.659484	0.219431	0.13904	0.114524	84.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NPNT	2.018676916537169	0.04352081073527706	0.119024	0.0876132	0.174301	0.103457	0.156715	0.509149	111.0	22.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PTPDC1	2.017933088126313	0.04359823045730156	0.0160879	0.0595799	0.787143	0.202887	0.116074	0.0804789	147.0	28.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NXPH1	2.0178067700987308	0.043611389535521405	0.537915	0.266584	0.0436113	NA	NA	NA	30.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SKA1	2.0176364759206713	0.04362913510322308	0.362381	0.254803	0.154968	0.323483	0.543271	0.551552	33.0	4.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SCRIB	-2.0174250827381477	0.04365117189156247	-0.0659628	0.0573557	0.250117	-0.110205	0.127058	0.385743	411.0	47.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NPPA-AS1	2.016909114524142	0.04370499873505012	0.248459	0.123188	0.0437056	NA	NA	NA	36.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FBXO3	2.0168169052934344	0.04371462408934888	0.0907451	0.217627	0.676697	0.58958	0.368524	0.109634	60.0	7.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DAPK3	-2.0165673766896735	0.04374068036409841	-0.0337611	0.169505	0.842126	-0.725067	0.39896	0.0691569	92.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LRRC41	-2.016556218481521	0.04374184583275902	-0.0640047	0.0710888	0.367935	-0.142821	0.127952	0.264331	161.0	30.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MCPH1	2.0160806319471374	0.0437915449679233	0.0278591	0.0565697	0.622384	0.180328	0.118356	0.127609	320.0	52.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LUZP1	2.015606032964172	0.04384118843025221	0.123502	0.0853379	0.147837	0.100865	0.177456	0.569766	177.0	27.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZNRF4	2.0155969412181536	0.043842139898409085	0.090108	0.100205	0.368525	0.297596	0.266577	0.264268	99.0	16.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PSMA4	2.0155153474683414	0.043850679616751743	0.486233	0.241245	0.0438504	NA	NA	NA	21.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MYDGF	2.015374972490642	0.043865374749121264	0.248315	0.212779	0.243207	0.756499	0.891713	0.396234	46.0	4.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SPATS1	-2.014794659294201	0.043926168878883	-0.128641	0.142061	0.365184	-0.3531	0.31832	0.267317	32.0	6.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TCTE3	2.0146970049494564	0.04393640622496064	0.139189	0.218421	0.52396	0.737362	0.535311	0.168374	30.0	4.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
EEF1B2	2.0144451979601468	0.0439628130677369	0.124689	0.0876033	0.154637	0.0980838	0.165932	0.554448	47.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RPL13	-2.0138480501291403	0.044025489160987585	-0.158896	0.158708	0.316738	-0.331624	0.327477	0.311221	53.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NKPD1	-2.0130611475224676	0.04410819692700413	-0.15584	0.0974576	0.109809	-0.0853682	0.2062	0.678869	105.0	15.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZNF724	2.0130356654226222	0.0441108774259281	NA	NA	NA	0.713599	0.354489	0.0441108	NA	10.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SPATA2	2.0127541074965185	0.04414050406568734	0.026109	0.100855	0.79573	0.339128	0.193359	0.0794517	108.0	21.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ABCB8	-2.0126704876058747	0.04414930611587338	0.0350778	0.0777825	0.652009	-0.391909	0.159077	0.0137535	176.0	38.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FAM136A	2.0118012602733444	0.044240891054314876	0.203843	0.139408	0.143683	0.123767	0.225196	0.582595	67.0	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RIPK4	2.011522837394195	0.04427026058200684	0.165706	0.100435	0.0989668	0.0506878	0.140161	0.71762	165.0	26.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
IRF6	2.0111902091688427	0.04430536954856816	-0.0321895	0.239678	0.893163	1.1772	0.548685	0.0319126	53.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DNM3	-2.0107287101659805	0.044354119762873956	-0.150372	0.153933	0.328635	-0.367874	0.355825	0.301201	115.0	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ELAC1	2.010613410205927	0.04436630648091734	0.0792168	0.0992989	0.425009	0.270158	0.222746	0.225185	67.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CHMP1B	2.010521145766477	0.04437606047699007	0.0152298	0.305447	0.960233	1.66982	0.851662	0.0499193	24.0	6.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PPIAL4G	-2.0092394176904924	0.04451174927146958	-0.196904	0.24852	0.428183	-0.457136	0.375646	0.22363	35.0	8.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
APOA4	-2.008602025601694	0.044579356334213116	-0.0522171	0.0913629	0.567637	-0.262795	0.182869	0.150699	94.0	22.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
HSPB9	2.0085160971999505	0.044588477232616316	0.407076	0.202675	0.0445885	NA	NA	NA	31.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DDX60	2.007937010551947	0.04464998563941551	0.0660968	0.0637198	0.299595	0.128638	0.13253	0.33173	234.0	23.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MYCL	2.0074189060256407	0.04470507740716124	0.216517	0.10854	0.0460641	0.00600316	0.476217	0.989942	78.0	6.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
EIPR1	-2.007079728277821	0.044741174345496695	-0.0663239	0.0681889	0.330728	-0.135109	0.130612	0.300933	80.0	20.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PYCR3	2.007063446141295	0.04474290778754911	0.0879403	0.104383	0.399522	0.254419	0.218463	0.244186	75.0	14.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CD5	2.006535148443869	0.04479918259236867	-0.0243082	0.0892074	0.785245	0.40442	0.177453	0.0226652	101.0	17.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DSEL	2.0063725334665103	0.044816516515346724	0.0106273	0.0732592	0.884661	0.309355	0.166203	0.0627001	201.0	25.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SCN9A	-2.006018792639878	0.04485424301140219	-0.0280522	0.0468272	0.549134	-0.12464	0.0885881	0.15944	294.0	51.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ANKIB1	-2.005698590657922	0.04488841567809889	-0.0486131	0.115344	0.673417	-0.344017	0.21715	0.113141	132.0	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PPM1B	-2.0052290721185813	0.0449385634392765	-0.261172	0.12931	0.0434104	0.00337507	0.23266	0.988426	70.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NCAM1	-2.0051411015814375	0.044947964541923784	-0.220032	0.0605706	0.000280518	0.231346	0.142147	0.103627	151.0	23.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CLPP	2.005016895908942	0.044961240790194694	0.110925	0.199644	0.578475	0.698489	0.481915	0.147225	66.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ATP6V1B1	-2.004989653101778	0.044964153194934645	-0.0453362	0.0974993	0.641938	-0.350045	0.227302	0.123561	121.0	27.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TWNK	-2.004853283622441	0.044978734227786546	-0.219612	0.134463	0.102416	-0.155463	0.41836	0.71019	116.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
C1D	-2.0047517883929693	0.04498958898939409	-0.371913	0.259412	0.151665	-0.220496	0.386107	0.567949	31.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DLGAP2	-2.0046677212510766	0.044998581515822464	-0.12006	0.0641874	0.0614192	-0.0175394	0.130689	0.893239	284.0	32.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
C8orf58	-2.004605979643078	0.04500518688123564	-0.0125058	0.0556236	0.822113	-0.184481	0.103654	0.0751117	126.0	27.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SCN4A	-2.004534119126019	0.04501287583777399	-0.0280892	0.0471954	0.551731	-0.143014	0.101474	0.158726	334.0	43.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
UGT2A1	-2.0044187152970516	0.045025226174511934	-0.054019	0.0575414	0.347841	-0.159844	0.149999	0.28659	144.0	20.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ARAP3	2.0043805218584643	0.04502931420564338	0.0386763	0.0484349	0.424568	0.121055	0.100389	0.227868	290.0	44.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SLC38A1	-2.004104768039819	0.04505883877786369	-0.0271338	0.109705	0.80465	-0.526534	0.299717	0.0789568	75.0	7.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
E2F3	2.0041019205930626	0.04505914373509351	0.114416	0.105573	0.278467	0.242447	0.263432	0.357394	63.0	8.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DISP2	2.0039653167600817	0.04507377584297351	0.0884662	0.0577347	0.125451	0.0617331	0.13088	0.637158	277.0	37.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
BCO1	-2.0032343226647638	0.04515214323931505	-0.0465483	0.0676661	0.491508	-0.151854	0.11545	0.1884	148.0	25.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
KIAA0895L	2.002945913526468	0.04518309419070648	0.13593	0.144006	0.34521	0.207672	0.196097	0.289587	80.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
KCNQ1	2.0027513592840815	0.045203983099268055	0.132611	0.116585	0.255347	0.285279	0.329692	0.38688	141.0	14.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DPP4	-2.0027346152917267	0.045205781249413324	-0.0875825	0.0787204	0.26589	-0.156528	0.175843	0.37338	121.0	19.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ATP13A3	2.0027032144135832	0.045209153576311695	0.0174248	0.0753754	0.81718	0.272913	0.154055	0.0764729	161.0	17.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
EXOC4	2.002451429751087	0.045236201896365666	0.146204	0.0802641	0.0685264	0.0373665	0.206542	0.856434	150.0	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ATRNL1	-2.0024496183080216	0.045236396542590096	-0.327352	0.111887	0.00343629	0.213033	0.230733	0.355856	194.0	16.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MANSC4	2.002327917589971	0.04524947534993585	0.252831	0.136028	0.0630737	0.0343397	0.239036	0.88577	55.0	9.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FAM120C	2.0021417505299515	0.0452694883272549	0.45619	0.227851	0.0452694	NA	NA	NA	60.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RAD21	-2.0019225070158173	0.045293066593828084	-0.188136	0.171572	0.272843	-0.369577	0.408201	0.365264	63.0	9.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SLC26A11	-2.0016687557995896	0.04532036887078753	-0.162265	0.0745512	0.0295132	0.0215654	0.123309	0.861168	156.0	30.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZNF747	2.001510923099156	0.045337357824000064	0.0971793	0.0730505	0.183419	0.0916031	0.136475	0.502087	101.0	22.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FAM240C	2.0014597123608886	0.04534287124968277	0.584358	0.238835	0.0144169	-0.276591	0.621215	0.656145	23.0	4.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LINC01237	2.0014597123608886	0.04534287124968277	0.584358	0.238835	0.0144169	-0.276591	0.621215	0.656145	23.0	4.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TBC1D26	2.0013840628673947	0.0453510168228237	0.0660474	0.143153	0.644529	0.352651	0.228993	0.123558	42.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZNF713	-2.0011671584087334	0.0453743788887412	0.00198381	0.194787	0.991874	-1.03122	0.5127	0.0442878	47.0	8.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ADGRG4	-2.0010479238009693	0.04538722557628842	-0.106934	0.053439	0.0453862	NA	NA	NA	292.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
OLA1	-2.0007196503202387	0.045422610567029884	-0.420552	0.191807	0.0283376	0.0773103	0.402953	0.847852	56.0	7.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZNF143	2.0002621496849318	0.04547196388644839	0.110518	0.0896783	0.217806	0.140558	0.183047	0.442558	81.0	17.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DEPTOR	2.0000237278764375	0.04549770177518849	0.0446173	0.161328	0.782116	0.276226	0.160274	0.0848051	81.0	16.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
POLR1E	1.999968616322213	0.045503652872908196	-0.116171	0.172523	0.500715	0.68378	0.255778	0.0075102	91.0	19.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
OVGP1	1.999875305411032	0.04551373033820079	0.189323	0.121772	0.120011	0.144177	0.32389	0.656217	116.0	16.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PFKFB2	-1.9996327082838825	0.045539939335633495	-0.170335	0.130125	0.190528	-0.202344	0.292988	0.489804	71.0	8.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CCDC178	-1.999466843277383	0.04555786589257797	-0.0959681	0.084279	0.25483	-0.150833	0.17523	0.389363	134.0	20.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
COPA	1.9993914746159085	0.045566013641844906	0.193558	0.109244	0.0764282	0.0596029	0.26188	0.81996	135.0	17.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RHO	1.999381366297593	0.04556710649767624	-0.0143691	0.162195	0.929407	0.947781	0.453924	0.0368	76.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ATP8A2	-1.9990389932268382	0.045604135038290194	-0.0535503	0.0691261	0.438532	-0.267352	0.21836	0.220814	180.0	17.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZNF285	-1.9987963784772897	0.045630389803116754	-0.0139977	0.0681908	0.83736	-0.201115	0.112134	0.0728885	113.0	22.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZNF846	1.9987754365646966	0.045632656647292914	-0.0600748	0.0715523	0.401137	0.494299	0.174149	0.00453451	101.0	15.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	4	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
