GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	UKB_ALL_CASES_BETA	UKB_ALL_CASES_SE	UKB_ALL_CASES_PVAL	AMP_NIH_BETA	AMP_NIH_SE	AMP_NIH_PVAL	GNE_BETA	GNE_SE	GNE_PVAL	UKB_ALL_CASES_NUMVAR	AMP_NIH_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	NTOTAL	META_ANALYSIS_GROUP
KLHDC4	0.9575018390050003	0.3383140186301471	NA	NA	NA	NA	NA	NA	0.437093509789386	0.456493650438935	0.338314018630147	NA	NA	17.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LRRTM4	-0.9569886833146937	0.33857296699813666	NA	NA	NA	NA	NA	NA	-0.870982367954404	0.91012817929843	0.338572966998137	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ING5	-0.9568650014136203	0.3386353983206073	-10.6094	90.2421	0.906411	NA	NA	NA	-1.07928241033122	0.873456356858438	0.216590366741331	6.0	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ARHGAP21	0.9567797183526672	0.3386784512375598	NA	NA	NA	NA	NA	NA	0.800578529679212	0.83674278867199	0.33867845123756	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
L3MBTL4	-0.9566622966763918	0.3387377342401463	-0.162683	0.626546	0.795134	NA	NA	NA	-1.64885209545687	1.50817790792033	0.274273398112238	9.0	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MCMBP	-0.9564834206965668	0.33882805664503723	NA	NA	NA	NA	NA	NA	-1.44539488259326	1.51115518713397	0.338828056645038	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PRAM1	0.9561205479882663	0.3390113346240272	NA	NA	NA	NA	NA	NA	0.756840490252226	0.791574338449961	0.339011334624027	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CFAP157	-0.9559777653932853	0.3390834679972188	-0.464234	0.433838	0.284591	NA	NA	NA	-0.228626926190517	0.811039496025459	0.778025018688499	24.0	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
GUCY1A3	-0.9558733753883073	0.3391362117709763	NA	NA	NA	NA	NA	NA	-0.870133458110304	0.910302013336052	0.339136211770976	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
WDR73	-0.9558474900504933	0.3391492913317409	NA	NA	NA	NA	NA	NA	-1.44291942615197	1.50957076434416	0.33914929133174	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CYP7A1	0.955795368299312	0.339175628829547	0.380209	0.465916	0.414474	NA	NA	NA	0.266558456702633	0.497633149245198	0.592198715061691	13.0	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TDRD9	-0.9547928251410744	0.3396824764702251	NA	NA	NA	NA	NA	NA	-0.524326428038306	0.54915204035057	0.339682476470225	NA	NA	17.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZFP30	0.9546751865275477	0.33974198189399785	NA	NA	NA	NA	NA	NA	0.679482537373535	0.711742116022755	0.339741981893999	NA	NA	9.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
BOC	-0.9545948796284531	0.33978260756501677	NA	NA	NA	NA	NA	NA	-1.4485150333626	1.51741337008469	0.339782607565017	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
P3H1	-0.9541754772164707	0.33999482555091887	NA	NA	NA	NA	NA	NA	-1.43314398009859	1.50197108846202	0.339994825550919	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZNF229	0.9539411711532414	0.3401134216064494	NA	NA	NA	NA	NA	NA	0.178049816308584	0.1866465372213	0.340113421606449	NA	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MAP1A	-0.953913191706905	0.3401275854189274	-0.728085	0.741923	0.326421	NA	NA	NA	-0.336433566933996	0.914996153086619	0.713105513275127	8.0	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
KIF20B	0.9535160874142674	0.3403286491218781	-0.0579647	0.19357	0.764596	NA	NA	NA	0.459063155414363	0.278570210108051	0.0993678106437613	57.0	NA	28.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CARF	-0.9534306521860285	0.34037191703994973	NA	NA	NA	NA	NA	NA	-1.42511344280504	1.49472165546339	0.34037191703995	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
KLRB1	0.9528679902415846	0.34065696026219183	NA	NA	NA	NA	NA	NA	0.864038118466338	0.906776308276737	0.340656960262191	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
GLT8D2	-0.9527918513080139	0.34069554381000133	NA	NA	NA	NA	NA	NA	-0.624866488792818	0.655826860751367	0.340695543810002	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CPSF3	0.951666171725382	0.34126631065738855	NA	NA	NA	NA	NA	NA	0.633573731485152	0.665752078101584	0.341266310657389	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CYP17A1	-0.9516452201619897	0.3412769397798302	NA	NA	NA	NA	NA	NA	-1.42672253721592	1.49921683731366	0.34127693977983	NA	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CCDC78	0.951203617245625	0.3415010225589791	NA	NA	NA	NA	NA	NA	0.294972336350347	0.310104304696076	0.341501022558979	NA	NA	12.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CSF2RB	-0.9510449675525829	0.3415815492359664	NA	NA	NA	NA	NA	NA	-0.367751806790388	0.386681828238637	0.341581549235967	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
OR51D1	-0.9508343449525021	0.34168847485452025	-0.986909	1.03794	0.34169	NA	NA	NA	NA	NA	NA	4.0	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PTTG2	-0.9507692404824423	0.3417215304162421	NA	NA	NA	NA	NA	NA	-0.86323636041399	0.907934674007716	0.341721530416242	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
AKNAD1	0.9499900595001562	0.3421173035888351	NA	NA	NA	NA	NA	NA	0.695764335671851	0.732391174743378	0.342117303588835	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
YY1AP1	-0.9495823460259877	0.34232451226641103	NA	NA	NA	NA	NA	NA	-0.6640544216803	0.699312097007042	0.342324512266411	NA	NA	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SEC31B	0.9494960911532097	0.342368359114366	NA	NA	NA	NA	NA	NA	0.400230086269444	0.42151841381816	0.342368359114366	NA	NA	12.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZP4	0.9492048350767746	0.3425164429194477	NA	NA	NA	NA	NA	NA	0.488604653077439	0.514751542577129	0.342516442919448	NA	NA	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TRIM63	0.9490794600298537	0.3425802001666822	0.301668	0.326896	0.356098	NA	NA	NA	0.198225191716332	0.472667625951712	0.674941773346508	13.0	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TARS2	-0.948902936090705	0.3426699811333146	NA	NA	NA	NA	NA	NA	-1.45218911248348	1.53038741608938	0.342669981133314	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
BLM	0.9484921056614682	0.3428789897965563	-0.497599	0.320142	0.120112	0.982465	0.603184	0.103356	0.604248358448257	0.385277581930462	0.116800524767547	33.0	5.0	12.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SYCE1L	0.9484697001357825	0.3428903908783675	NA	NA	NA	NA	NA	NA	0.889319650286463	0.937636331618341	0.342890390878368	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ABI1	-0.9484019414627268	0.3429248714443819	NA	NA	NA	NA	NA	NA	-1.43398809961256	1.51200460155207	0.342924871444381	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PGLYRP2	-0.9476771744575899	0.3432938244848692	-0.983651	1.03796	0.343292	NA	NA	NA	NA	NA	NA	8.0	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PSKH2	0.9475873287338688	0.3433395794001487	NA	NA	NA	NA	NA	NA	0.792229796310695	0.836049377495627	0.343339579400149	NA	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PEX11G	0.9475299252308017	0.34336881480009895	0.323915	0.341852	0.343369	NA	NA	NA	NA	NA	NA	9.0	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FCN1	0.947504518424267	0.3433817549039737	NA	NA	NA	NA	NA	NA	0.411682711600622	0.434491555022096	0.343381754903974	NA	NA	9.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FAM21A	-0.9473608111758194	0.3434549532300901	NA	NA	NA	NA	NA	NA	-0.267234680837186	0.282083317870735	0.34345495323009	NA	NA	12.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ANGPTL8	0.9473228727733534	0.3434742790925236	0.27585	0.291189	0.343475	NA	NA	NA	NA	NA	NA	9.0	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PADI3	-0.9465270200811956	0.34387984740580846	-0.306201	0.619484	0.621106	NA	NA	NA	-0.789839240091789	0.935487765907738	0.398497653984682	10.0	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DSP	-0.9462410326686911	0.34402566187897965	-0.666104	0.607768	0.273086	NA	NA	NA	-0.187014688695971	0.772140559371906	0.808622942036566	22.0	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SNTA1	-0.9459028239442725	0.34419815301208234	-0.981762	1.03791	0.344197	NA	NA	NA	NA	NA	NA	9.0	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
KLHDC8A	0.9458728377384777	0.34421344905591844	0.488846	0.51682	0.344213	NA	NA	NA	NA	NA	NA	9.0	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
C9orf85	0.9454901170653895	0.3444087140008585	NA	NA	NA	NA	NA	NA	0.350608104262149	0.370821543169976	0.344408714000857	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CES3	-0.9452803507725168	0.3445157672158088	NA	NA	NA	NA	NA	NA	-0.834160796812802	0.882448044255967	0.344515767215809	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
WNT8A	-0.9451479286635944	0.3445833591309706	NA	NA	NA	NA	NA	NA	-1.4454781873116	1.52936714293545	0.34458335913097	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MATN1	-0.9450677765253331	0.34462427511432425	-0.980952	1.03797	0.344624	NA	NA	NA	NA	NA	NA	10.0	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NLRP11	-0.944951131852685	0.3446838253075718	-0.562237	0.610044	0.35672	NA	NA	NA	-0.332312312771743	0.801275446357407	0.678340164951794	14.0	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SETX	0.9448607034538403	0.3447299959160395	NA	NA	NA	NA	NA	NA	0.615794053730725	0.651729986737467	0.344729995916039	NA	NA	13.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
JAKMIP2	-0.9445357586735136	0.344895937618089	-0.980362	1.03793	0.344897	NA	NA	NA	NA	NA	NA	5.0	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
JAKMIP2-AS1	-0.9445357586735136	0.344895937618089	-0.980362	1.03793	0.344897	NA	NA	NA	NA	NA	NA	5.0	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CERS5	-0.9444800955448504	0.34492436858683717	NA	NA	NA	NA	NA	NA	-1.4352320261475	1.51960007724625	0.344924368586838	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FAM132A	0.9444463047535028	0.3449416285853443	NA	NA	NA	NA	NA	NA	0.588699277599417	0.623327419077642	0.344941628585344	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RPUSD1	-0.9442355509610006	0.3450492919478333	NA	NA	NA	NA	NA	NA	-0.661626585559655	0.700700778408821	0.345049291947834	NA	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZNF99	-0.943702602249156	0.3453216438617923	NA	NA	NA	NA	NA	NA	-0.382126718042723	0.404922819044886	0.345321643861793	NA	NA	16.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
OR13C2	0.943682604936846	0.3453318657227945	NA	NA	NA	NA	NA	NA	0.77290288735605	0.81902843531568	0.345331865722795	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DDX51	0.9435909216904897	0.3453787331603331	0.219321	0.257257	0.393915	NA	NA	NA	0.208150464537599	0.43193480027597	0.629875202762979	16.0	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CPVL	-0.9432429448928908	0.3455566518588019	NA	NA	NA	NA	NA	NA	-0.455137040340655	0.482523662440261	0.345556651858801	NA	NA	12.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CCDC110	-0.9431955023856932	0.3455809134865827	-0.0829383	0.264867	0.75418	NA	NA	NA	-0.622718903990449	0.610061352446743	0.307373847758795	22.0	NA	13.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RFFL	-0.9429494269096126	0.3457067714645825	NA	NA	NA	NA	NA	NA	-1.44236907217585	1.52963566339185	0.345706771464583	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NPY2R	-0.9429102928961927	0.3457267896730809	NA	NA	NA	NA	NA	NA	-1.42552629995329	1.51183660915899	0.345726789673082	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ADAMTS19	-0.9426900817279045	0.3458394479898298	NA	NA	NA	NA	NA	NA	-1.41059727589219	1.49635315278446	0.345839447989831	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PARP9	-0.9426792459174426	0.3458449921097496	NA	NA	NA	NA	NA	NA	-1.42914974423437	1.5160509265731	0.345844992109751	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
THUMPD1	0.9423114886020737	0.3460331879529164	NA	NA	NA	NA	NA	NA	0.705822438995897	0.749033040065117	0.346033187952917	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ADGRE3	-0.9416994025152294	0.34634656104032757	NA	NA	NA	NA	NA	NA	-0.511400190889936	0.543060969906122	0.346346561040327	NA	NA	13.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
OR2AP1	0.94160481243843	0.346395004962044	NA	NA	NA	NA	NA	NA	0.487537790310037	0.517773256752462	0.346395004962044	NA	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ECM2	0.9414543333567579	0.34647208110179695	0.181332	0.158445	0.252438	NA	NA	NA	0.0997558803014139	0.533539823885218	0.851684243678057	15.0	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
GJA5	-0.9409401571676916	0.3467355271261561	NA	NA	NA	NA	NA	NA	-1.42341153804904	1.51275458615097	0.346735527126156	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ACTR6	0.9407426415869024	0.34683676114440565	0.549897	0.584535	0.346837	NA	NA	NA	NA	NA	NA	8.0	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
EIF2AK2	-0.9406529990943949	0.34688271243369884	-0.976379	1.03798	0.346882	NA	NA	NA	NA	NA	NA	10.0	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TMEM87B	-0.94064373873995	0.34688745956878	-0.699632	0.74378	0.346888	NA	NA	NA	NA	NA	NA	14.0	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ASTL	0.9406331660107197	0.34689287951704506	NA	NA	NA	NA	NA	NA	0.892926957001319	0.949282875903977	0.346892879517045	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CIAO1	0.9401455923279098	0.34714288528195203	NA	NA	NA	NA	NA	NA	0.960163892198913	1.02129276575284	0.347142885281953	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NSUN7	0.9399224961390498	0.34725731715647556	NA	NA	NA	NA	NA	NA	0.674373468049303	0.717477739727955	0.347257317156476	NA	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MPZL2	0.9397775828889946	0.3473316598120887	-0.229632	0.341525	0.501347	NA	NA	NA	0.739170744460653	0.369323401825591	0.0453472924456769	11.0	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
INTS2	0.9397403347910069	0.34735077027687866	NA	NA	NA	NA	NA	NA	0.815674441912998	0.867978538022846	0.347350770276879	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ADH5	0.9396759129541757	0.3473838240467392	NA	NA	NA	NA	NA	NA	0.624872760570158	0.664987525971234	0.347383824046739	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PEX2	-0.939293283495819	0.3475801860754476	-0.975024	1.03804	0.347579	NA	NA	NA	NA	NA	NA	7.0	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZKSCAN3	-0.9387555877187032	0.3478562460471184	-0.49813	0.530628	0.347856	NA	NA	NA	NA	NA	NA	7.0	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PDLIM3	0.9383361085963559	0.34807170884190974	0.548297	0.584329	0.348072	NA	NA	NA	NA	NA	NA	7.0	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
