GENE	TEST_STAT_SUMMEDZ	META_PVAL	UKB_ALL_CASES_BETA	UKB_ALL_CASES_SE	UKB_ALL_CASES_PVAL	AMP_NIH_BETA	AMP_NIH_SE	AMP_NIH_PVAL	UKB_ALL_CASES_NUMVAR	AMP_NIH_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
KRIT1	1.4513774796206338	0.146674777173458	1.06097	0.731009	0.146675	NA	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TJP3	-1.450477948567982	0.14692528411822794	NA	NA	NA	-1.5872	1.09426	0.146926	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RABL3	-1.4503531204516815	0.14696007285777302	-1.48477	1.02373	0.14696	NA	NA	NA	8.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SLK	1.4479429355671618	0.14763301048670827	1.05819	0.730823	0.147633	NA	NA	NA	8.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SPINK5	1.4477168555552067	0.1476962539590543	0.368913	0.254824	0.147696	NA	NA	NA	33.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
GCAT	-1.4460972007378288	0.14814994077290597	-0.108044	0.626609	0.863103	-1.43842	1.12935	0.20278	8.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
IRAG1	1.445188725582185	0.14840488235708463	0.885642	0.612821	0.148405	NA	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CCDC157	1.4449859726867569	0.14846182576320802	0.343031	0.237394	0.148462	NA	NA	NA	25.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MED23	1.4443592194321018	0.148637955724712	0.482065	0.333757	0.148637	NA	NA	NA	26.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SLC6A5	1.4442888784328125	0.14865773288007242	0.503404	0.348548	0.148657	NA	NA	NA	15.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ELP2	-1.4422331662472023	0.14923660713516496	-0.755847	0.524081	0.149236	NA	NA	NA	28.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SLC5A10	-1.4405872815234586	0.14970131566748343	-0.219182	0.212088	0.301395	-0.313933	0.771071	0.683906	21.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
C16orf46	1.4402633103031985	0.14979291745821782	0.882831	0.612965	0.149793	NA	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
UGT2B28	1.4398577617072952	0.14990764523793046	0.528818	0.367271	0.149908	NA	NA	NA	12.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
C1orf94	1.4397725674479405	0.1499317548076795	0.696107	0.483484	0.149932	NA	NA	NA	11.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
OCIAD2	1.4394009465229927	0.15003695634924338	0.560235	0.389214	0.150037	NA	NA	NA	9.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RALGPS1	1.4388455745244957	0.15019428059550063	1.05174	0.730961	0.150193	NA	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
GLS	-1.4358192918192918	0.15105376880575985	-1.46992	1.02375	0.151055	NA	NA	NA	8.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SEC14L4	-1.4347593272524675	0.1513556917263516	-0.0870083	0.244208	0.721625	-0.622606	0.577304	0.280823	11.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CLN6	1.4346340586225497	0.15139140390675793	0.55846	0.38927	0.151392	NA	NA	NA	11.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RTEL1-TNFRSF6B	-1.4342941224148789	0.15148834689100923	-0.46009	0.320778	0.151488	NA	NA	NA	23.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
KAZALD1	-1.4340075989177892	0.1515700943602879	-1.46818	1.02383	0.151569	NA	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
GPATCH1	-1.432822115854254	0.15190867938833078	-1.46678	1.0237	0.15191	NA	NA	NA	9.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CEMP1	1.4320639981203895	0.1521255066076592	0.877702	0.612893	0.152126	NA	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
GPRC6A	1.431657141738117	0.15224196762044528	0.877288	0.612778	0.152242	NA	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RUSC2	1.4296927924157952	0.15280520981465862	0.761879	0.532897	0.152805	NA	NA	NA	11.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SPAG8	-1.429617722284009	0.15282676624874017	-0.458903	0.320997	0.152827	NA	NA	NA	11.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FNBP4	1.4292380790768706	0.15293581646492313	1.04439	0.730732	0.152936	NA	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NEK8	-1.4281486970564976	0.15324906351010234	-0.859557	0.601868	0.153249	NA	NA	NA	12.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RSPH10B	-1.427922604338611	0.15331413658782392	-1.46195	1.02383	0.153313	NA	NA	NA	9.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RSPH10B2	-1.427922604338611	0.15331413658782392	-1.46195	1.02383	0.153313	NA	NA	NA	9.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RBBP8	-1.4278558834978132	0.15333334392135703	-0.748305	0.524076	0.153333	NA	NA	NA	16.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ASTN2	-1.4273071813706337	0.15349137154727457	-1.46122	1.02376	0.153489	NA	NA	NA	15.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
KPTN	-1.4258723921167746	0.15390517983039254	-0.859225	0.602596	0.153905	NA	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PTPN23	1.425654228315601	0.15396817476393498	0.689425	0.483585	0.153968	NA	NA	NA	19.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FER1L6-AS1	1.4254473209143401	0.15402793751051672	0.589049	0.413238	0.154027	NA	NA	NA	9.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
KRTAP9-4	1.4250956735647335	0.15412954711448784	0.873615	0.613022	0.15413	NA	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MFSD8	-1.424915259204267	0.15418169817760916	-1.4587	1.02371	0.154183	NA	NA	NA	15.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
GTPBP10	-1.4238477980291866	0.15449053581737765	-1.04252	0.732185	0.154491	NA	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SATL1	-1.4236720914803105	0.15454141621460227	-1.45915	1.02492	0.154541	NA	NA	NA	12.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
GSTA2	-1.4225851509616416	0.15485645108316395	-1.4564	1.02377	0.154857	NA	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TAF9	1.4219015977098945	0.1550548193274224	1.03912	0.730796	0.155053	NA	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SYT12	1.4211111926844988	0.15528443661652636	0.871063	0.612945	0.155285	NA	NA	NA	8.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LPIN1	1.4204083967282504	0.1554888196960513	0.521493	0.367143	0.155489	NA	NA	NA	17.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CENPP	1.4184084281366858	0.1560715563938347	0.261583	0.235495	0.266663	0.250837	0.815388	0.758364	48.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CD44	1.4178331383834393	0.15623948672801516	0.549097	0.387279	0.156239	NA	NA	NA	12.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NDOR1	-1.415830819995935	0.15682504363314215	-1.03793	0.733089	0.156825	NA	NA	NA	22.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TOP3A	1.4113955440717862	0.15812801611697802	0.583382	0.413337	0.158127	NA	NA	NA	15.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FGF11	-1.4085297847797131	0.158974253779692	-0.663033	0.470727	0.158974	NA	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
BTBD16	1.4077211050702785	0.15921366986219687	NA	NA	NA	1.28376	0.911942	0.159215	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DPY19L2	-1.406174072943082	0.15967244105892453	-0.847293	0.602552	0.159672	NA	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TMEM244	1.4048549170884856	0.1600644248647043	0.860926	0.612822	0.160065	NA	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PPCDC	1.4042809733430357	0.1602351977455364	0.860681	0.612898	0.160236	NA	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
POLM	1.4041045341003708	0.1602877236563277	NA	NA	NA	1.48397	1.05688	0.160287	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TMPRSS11A	-1.4036077991396252	0.16043567140985526	-0.845713	0.602528	0.160436	NA	NA	NA	13.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CHRNB1	1.402367593563105	0.16080550527945814	0.54588	0.389256	0.160805	NA	NA	NA	12.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ABCA13	1.4020491162641466	0.1609005802471275	-0.0867528	0.161247	0.590568	0.75584	0.389596	0.0523725	106.0	9.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PER2	-1.400286860053274	0.16142743405810112	-1.43514	1.02489	0.16143	NA	NA	NA	16.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SHMT1	1.399877086501496	0.16155012868773655	0.624124	0.445842	0.16155	NA	NA	NA	8.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PMEL	-1.398453643752583	0.16197688389173626	NA	NA	NA	-1.62422	1.16144	0.161974	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CRYBG1	-1.3968664631020882	0.1624537312711778	NA	NA	NA	-1.20726	0.864263	0.162455	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ATPAF1	-1.3949437982983375	0.16303278811457145	-1.42965	1.02488	0.163036	NA	NA	NA	9.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SDE2	-1.3948177905699886	0.16307079265637814	-1.02252	0.733085	0.163069	NA	NA	NA	10.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SSUH2	1.3921583581001513	0.16387444955898445	0.620659	0.445825	0.163875	NA	NA	NA	15.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NLRP2	1.3920587009394167	0.16390462298101516	0.303924	0.218327	0.163904	NA	NA	NA	40.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CA9	-1.3916369580114711	0.16403236138030108	-0.521907	0.375031	0.164032	NA	NA	NA	8.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CALHM2	1.3900370695828372	0.16451762103647571	0.615343	0.442681	0.164517	NA	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DRC1	-1.3897433973589435	0.164606811621132	-0.333405	0.239904	0.164606	NA	NA	NA	20.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
USP4	1.389641365551043	0.16463780801271166	0.283839	0.252845	0.261617	0.17638	0.66045	0.789422	18.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FOCAD	-1.3891762344739973	0.16477916655288605	-0.520516	0.374694	0.164779	NA	NA	NA	32.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CPLANE1	1.3871385707715196	0.16539951262749142	0.294594	0.200181	0.141118	-0.0429503	0.50829	0.932659	57.0	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MEGF8	1.3851541956449345	0.16600532313698302	0.361884	0.261259	0.166006	NA	NA	NA	32.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
COMMD9	1.3849632938789422	0.1660636914855952	0.849139	0.613113	0.166064	NA	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CGN	1.3840760485359498	0.16633516996213937	NA	NA	NA	0.644131	0.465387	0.166336	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MARCHF1	-1.3837212404897312	0.16644382714899553	-0.726033	0.524696	0.166444	NA	NA	NA	12.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NPIPB3	-1.381657564615551	0.16707686985996828	-0.408838	0.295904	0.167077	NA	NA	NA	9.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CCDC175	-1.3815622178984373	0.16710616160109526	0.0962458	0.24815	0.698124	-1.63982	0.926758	0.0768241	24.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MYO19	1.380825934547553	0.16733248731235772	NA	NA	NA	0.708256	0.512922	0.167333	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
F13A1	-1.3798591054562486	0.1676300299947836	-1.41419	1.02488	0.167628	NA	NA	NA	12.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
OR6B1	1.3776134243179559	0.16832267398816136	0.505715	0.367095	0.168322	NA	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NBPF3	-1.3766376858698304	0.16862429335649742	-0.423557	0.307675	0.168624	NA	NA	NA	11.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZFYVE19	1.376167743946935	0.16876970600574903	0.609129	0.442627	0.16877	NA	NA	NA	15.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TIRAP	-1.376051281050598	0.16880575729725744	-1.41037	1.02494	0.168807	NA	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
GREB1	-1.3746768008898342	0.16923166662104816	-1.40892	1.02491	0.16923	NA	NA	NA	15.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CAPN8	-1.374566634308695	0.16926583873086176	NA	NA	NA	-1.13988	0.829265	0.169267	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SLC28A3	-1.3736231548401598	0.16955870465112566	-1.00826	0.734015	0.169559	NA	NA	NA	12.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PRR5-ARHGAP8	1.3728770401470773	0.1697905753966924	-0.00492015	0.331202	0.988147	1.00636	0.725183	0.16522	18.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MICA	-1.3714595143082944	0.1702317558992732	-1.40565	1.02493	0.170231	NA	NA	NA	9.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
EMC9	1.3707270917424166	0.1704600461542396	0.501242	0.365676	0.17046	NA	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
STK33	-1.3700592258681419	0.17066841448303605	-1.40416	1.02489	0.170668	NA	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZNF56	-1.367936309709647	0.17133201300852696	-1.40208	1.02496	0.171333	NA	NA	NA	13.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZNF506	-1.367936309709647	0.17133201300852696	-1.40208	1.02496	0.171333	NA	NA	NA	13.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MAP2	1.3673773268450864	0.17150706532689486	0.661183	0.483541	0.171507	NA	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
HTR2A	1.3650386614194399	0.1722408990135066	0.660074	0.483557	0.172241	NA	NA	NA	10.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
HEATR4	1.3639140278790147	0.1725946252833339	NA	NA	NA	0.845774	0.620108	0.172595	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ASPM	1.3614216851831094	0.17338046701613463	0.230746	0.169489	0.173379	NA	NA	NA	87.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CDCA2	-1.360878671054813	0.17355203491374538	-0.714117	0.524747	0.173552	NA	NA	NA	12.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
OR4D1	1.3600259720275258	0.17382170520210039	0.724732	0.532881	0.173822	NA	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FAM98A	1.3588396710606248	0.1741973992886594	1.24144	0.913603	0.174196	NA	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ATP23	-1.3584541627689428	0.17431961781376393	-1.3941	1.02624	0.174318	NA	NA	NA	8.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
