GENE,META_PVAL,AMP_NIH_PVAL,GNE_PVAL,UKB_CASE_PVAL,UKB_SIBLING_PROXY_PVAL,UKB_PARENT_PROXY_PVAL,MAF,AMP_NIH_SIG,GNE_SIG,UKB_CASE_SIG,UKB_SIBLING_PROXY_SIG,UKB_PARENT_PROXY_SIG,SIG_DATASET
NECAP1,0.0248404787457068,0.0393246,0.0045553696489489,0.38934,0.675521,0.749424,0.01,1,1,0,0,0,2
DSEL,0.0249044109610509,0.0450808,0.0250575957091242,0.0815293,0.50683,0.759422,0.01,1,1,0,0,0,2
NDUFA10,0.0249217489269995,0.0136157,0.0394083850353038,0.282312,0.234258,1.0,0.01,1,1,0,0,0,2
UMODL1,0.0249260239617738,0.0252562,0.0434565055237097,0.308747,0.638961,0.163933,0.01,1,1,0,0,0,2
RHBDL2,0.0253219905122329,0.144007,0.0403259088956992,0.0252322,1.0,0.248151,0.01,0,1,1,0,0,2
MRPS16,0.0260025711878052,0.0164687,0.151928773767289,0.672009,0.840586,0.0267936,0.01,1,0,0,0,1,2
ADAMTS9-AS2,0.0262252511263299,0.4009,,0.78889,0.0423523,0.0124518,0.01,0,0,0,1,1,2
GPX4,0.0266698550405977,0.304639,1.0,0.0177588,0.0162966,0.446563,0.01,0,0,1,1,0,2
DENND11,0.0268909382338492,0.585063,,0.020604,0.642248,0.0223316,0.01,0,0,1,0,1,2
FLAD1,0.0270993494172916,0.445982,0.599180911957234,0.701338,0.00476909,0.0451446,0.01,0,0,0,1,1,2
LIG3,0.0272258172130695,0.0457186,0.449807732371128,0.328591,0.660186,0.00910988,0.01,1,0,0,0,1,2
KIF21B,0.0276343818189384,0.0299451,0.0282076700441652,0.407364,0.446105,0.270894,0.01,1,1,0,0,0,2
TCP11L1,0.0277617896950883,0.00822444,0.451542771669836,0.773859,0.607794,0.0239754,0.01,1,0,0,0,1,2
PGAP3,0.0277617903997567,0.440906,0.0352023512567589,0.0112587,0.804908,0.29774,0.01,0,1,1,0,0,2
XPO7,0.0283181728757747,0.900258,0.241947297030912,0.00632253,0.0399295,0.785241,0.01,0,0,1,1,0,2
EHD4,0.0286712016029301,0.643277,0.0446757760496735,0.199598,0.0371363,0.206612,0.01,0,1,0,1,0,2
DDX52,0.0287467876566276,0.0230843,0.221275520932634,0.0162381,0.737913,0.722031,0.01,1,0,1,0,0,2
SMAP1,0.0288720375571354,0.372566,0.0413121358397036,0.307225,0.0187182,0.502645,0.01,0,1,0,1,0,2
USP33,0.0290416668266588,0.0487733,0.386709443057665,0.718821,0.158784,0.0208545,0.01,1,0,0,0,1,2
EPHB4,0.029454256455507,0.00882056,0.339453041404482,0.733214,0.0258555,0.808367,0.01,1,0,0,1,0,2
SCGB1D2,0.02949745511146,0.043684,0.599955353407377,0.0425108,0.0513419,0.803971,0.01,1,0,1,0,0,2
IPP,0.029560807581206,1.0,0.0349373735027513,0.226908,0.268709,0.0216607,0.01,0,1,0,0,1,2
MATN2,0.0298277012643567,0.558857,0.911934928690947,0.035347,0.00377835,0.687414,0.01,0,0,1,1,0,2
SLC38A10,0.0300167297503326,0.0174372,0.567578188461544,0.0239179,0.522724,0.381847,0.01,1,0,1,0,0,2
RASIP1,0.0300767194027679,0.0257703,1.0,0.0398978,0.430662,0.107035,0.01,1,0,1,0,0,2
HECTD2,0.0301688508558127,0.0459298,1.0,0.033863,0.273319,0.112021,0.01,1,0,1,0,0,2
TIFAB,0.0310257317597589,0.250325,0.0256337533709471,0.449771,0.0390158,0.441684,0.01,0,1,0,1,0,2
GCKR,0.0311206872398632,0.00370075,0.390163502840542,0.886958,0.0460346,0.847613,0.01,1,0,0,1,0,2
ITPA,0.0316391902316292,0.452009,0.004155008135262,0.0477985,1.0,0.57114,0.01,0,1,1,0,0,2
EPB41,0.032171289527919,0.705263,1.0,0.00346965,0.0285648,0.752801,0.01,0,0,1,1,0,2
ZNF273,0.032675948611575,0.175363,0.0092312452191659,0.667367,0.049902,1.0,0.01,0,1,0,1,0,2
AGAP3,0.0327236801708358,0.016398,1.0,0.156012,0.473902,0.0445689,0.01,1,0,0,0,1,2
DEPDC1B,0.0331806032841472,0.117674,0.0322798814135609,0.0305427,0.567533,0.838597,0.01,0,1,1,0,0,2
GRM2,0.0335530913610734,0.857749,0.0073237330161868,0.420158,0.0461291,0.461482,0.01,0,1,0,1,0,2
ZNRD2,0.0336854950701563,0.0395519,,0.21565,0.82784,0.0339131,0.01,1,0,0,0,1,2
P3H1,0.0340653480887247,0.647013,0.0253494985045298,0.898077,0.160206,0.0243807,0.01,0,1,0,0,1,2
KMT5B,0.0343614420099165,0.0377416,0.0115680469249385,0.535161,0.425053,0.58721,0.01,1,1,0,0,0,2
NCAPD3,0.0344011976404427,0.374406,0.0182307733739108,0.293723,1.0,0.0291408,0.01,0,1,0,0,1,2
GNG12-AS1,0.0346372891500521,0.0277474,,0.472744,0.839212,0.0226544,0.01,1,0,0,0,1,2
RBM44,0.0346483634169693,0.314065,0.737202621357848,0.342052,0.0254744,0.0292855,0.01,0,0,0,1,1,2
CIB1,0.0350734146642642,0.0292182,0.0347618707029772,0.864997,0.694572,0.0986878,0.01,1,1,0,0,0,2
RPL22L1,0.035265786472771,1.0,0.0348300180295726,0.584515,0.0894251,0.0333632,0.01,0,1,0,0,1,2
FGF3,0.0356513350535481,1.0,0.0292972603509487,0.00753769,0.513452,0.544904,0.01,0,1,1,0,0,2
GSTA5,0.0357755484002378,0.31958,0.440954369914126,0.634919,0.014852,0.0467498,0.01,0,0,0,1,1,2
ZNF716,0.0359237433586553,0.00360537,1.0,0.655257,0.870168,0.0304166,0.01,1,0,0,0,1,2
PLA2G4C-AS1,0.0361229445489902,0.0149796,,0.660051,0.657226,0.040807,0.01,1,0,0,0,1,2
SCMH1,0.03680203243452,0.0351961,0.858535038248085,0.272201,0.0319139,0.247425,0.01,1,0,0,1,0,2
SSTR4,0.0370027318097111,0.0170597,0.868116406071931,0.493352,0.251912,0.03559,0.01,1,0,0,0,1,2
MYH14,0.0372231332189709,0.51787,0.475599146992685,0.675638,0.0183963,0.0215992,0.01,0,0,0,1,1,2
KCNJ9,0.0373730990956869,,0.0341474604886119,0.699568,0.598985,0.0194793,0.01,0,1,0,0,1,2
EFCAB2,0.037950962482049,0.0406207,0.0138418683629066,0.726288,0.403706,0.413507,0.01,1,1,0,0,0,2
SDK2,0.0381941315502521,0.648887,0.125776751096775,0.488249,0.0488558,0.0353711,0.01,0,0,0,1,1,2
SPATA25,0.038444937953397,0.0136738,0.740648333527762,0.0152054,0.88333,0.511494,0.01,1,0,1,0,0,2
FRMPD1,0.0386418983869252,0.688576,0.405845688234294,0.624409,0.0100856,0.0398551,0.01,0,0,0,1,1,2
ANGEL2,0.0386794294437201,0.0138445,0.506686629854665,0.290454,1.0,0.0344778,0.01,1,0,0,0,1,2
NEK2,0.0398153909829944,0.584513,0.0120735136293885,0.782052,0.018134,0.734783,0.01,0,1,0,1,0,2
NARF,0.0402117252398933,0.813596,0.535987485747138,0.409429,0.013276,0.0315153,0.01,0,0,0,1,1,2
NT5C1B-RDH14,0.0403189829310098,0.432864,0.810686729085025,0.507163,0.0357746,0.0117825,0.01,0,0,0,1,1,2
KRT80,0.040434545910304,0.00572068,0.785191396283832,0.0315799,0.772705,0.687523,0.01,1,0,1,0,0,2
XKR5,0.0404575934078897,0.600874,0.0323053129507248,0.848409,0.847456,0.0054044,0.01,0,1,0,0,1,2
SEMA5A,0.0416159618205716,0.824758,0.0140666639551146,0.892796,0.00987473,0.771248,0.01,0,1,0,1,0,2
ZPBP2,0.0428262569743453,0.85552,0.375141664845575,0.540177,0.0416055,0.0114469,0.01,0,0,0,1,1,2
ARPC5,0.0428317793176004,0.0478603,0.364071074885104,0.0151491,0.525025,0.595883,0.01,1,0,1,0,0,2
HOXC5,0.0436958784454825,0.455057,0.0156018141582265,0.722102,0.0186632,0.891036,0.01,0,1,0,1,0,2
HEG1,0.0438389758004213,0.0347907,1.0,0.0353119,0.810182,0.0861034,0.01,1,0,1,0,0,2
ACER2,0.0443683480370409,0.0457121,0.641863784316299,0.628916,0.00923803,0.512468,0.01,1,0,0,1,0,2
SCRT2,0.0445252298282851,0.0313368,0.0145160753308108,0.807967,0.48406,0.493817,0.01,1,1,0,0,0,2
ZBTB26,0.0445689699072884,0.768889,0.0400159957547633,0.360611,0.351266,0.0225773,0.01,0,1,0,0,1,2
SNRNP27,0.0446345876729013,0.0131576,0.0364085875585173,0.415456,0.871737,0.508364,0.01,1,1,0,0,0,2
NELL1,0.0448818790472768,0.0195403,0.749974931170529,0.31563,0.670569,0.0286882,0.01,1,0,0,0,1,2
RNF167,0.0448953280798441,0.00692353,0.0371791850872503,0.515298,0.82654,0.81201,0.01,1,1,0,0,0,2
ABI3BP,0.0449604714262709,0.036788,0.752906469304986,0.789574,0.082661,0.0493603,0.01,1,0,0,0,1,2
HIPK1,0.0450300844870926,0.610351,0.0241427215925537,0.226481,0.709175,0.0377957,0.01,0,1,0,0,1,2
CALY,0.045730385259005,0.511625,0.360633444176554,0.0198917,0.034319,0.727947,0.01,0,0,1,1,0,2
VPS9D1,0.0459782156599494,0.558679,0.0287121652539716,1.0,0.459596,0.0125453,0.01,0,1,0,0,1,2
SZT2,0.0460358496908574,0.810207,0.0809109191186581,0.039949,0.0353874,1.0,0.01,0,0,1,1,0,2
HECW2,0.0463183788279755,0.846696,0.228795407817721,0.550298,0.0204063,0.0430211,0.01,0,0,0,1,1,2
MEIOB,0.0466813556653938,0.336667,0.562485311402882,0.259645,0.0404122,0.0476929,0.01,0,0,0,1,1,2
PLEKHG6,0.0468482927309715,0.800684,0.0406210612099941,0.038771,0.153196,0.493378,0.01,0,1,1,0,0,2
HDGFL1,0.0469693500196846,0.269507,0.418203746996429,0.689731,0.0372266,0.0330716,0.01,0,0,0,1,1,2
NPR3,0.0472071846266777,0.00457951,0.530202084616973,0.0397383,1.0,1.0,0.01,1,0,1,0,0,2
HIF3A,0.0475359047700106,0.714037,0.52742432198606,0.505607,0.0483494,0.0105981,0.01,0,0,0,1,1,2
FANCC,0.04840298014235,0.0143061,0.0214388563732836,0.565149,0.681232,0.850673,0.01,1,1,0,0,0,2
WLS,0.048424392831074,0.0149833,0.703972864778689,0.3509,0.877454,0.0309515,0.01,1,0,0,0,1,2
COL8A2,0.0492816147231927,0.625811,0.0391581171502384,0.0481853,0.117711,0.743939,0.01,0,1,1,0,0,2
RPL23,0.049364909385149,0.0452376,0.42245995541275,0.0396688,0.288475,0.474105,0.01,1,0,1,0,0,2
