GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_ALL_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_ALL_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
MTCL1	-1.1592045898072365	0.24637280103109171	0.6084072389350254	0.564068	0.185456662822613	0.207499	73.0	238.0	483.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
MIR548F3	-1.159033152922462	0.24644267167224265	0.608284091689117	NA	NA	0.246445	NA	NA	8.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
POU2F1	1.1590049442987975	0.246454169680263	0.6082638297559169	0.688599	0.151455335935671	0.330156	14.0	60.0	85.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
CEP57L1	1.1589910892562545	0.24645981721824506	0.6082538779401955	0.222887	0.560350870758522	0.00819351	13.0	30.0	76.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
SSMEM1	1.1586324432863282	0.24660603863705766	0.6079962930499264	0.443189	0.184743087432244	0.931228	3.0	20.0	38.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
PARP6	1.158529839654095	0.24664788173463148	0.6079226100007904	0.310118	0.812301678905094	0.219029	6.0	36.0	63.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
ZCCHC11	-1.1585184486731022	0.246652527431806	0.6079144299927869	NA	0.246652527431805	NA	NA	109.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
MAGEB6	1.158409008122392	0.24669716478519577	0.6078358416947798	NA	NA	0.246697	NA	NA	59.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
FAM109B	1.1583478423921487	0.24672211482527784	0.6077919209758784	NA	0.246722114825277	NA	NA	18.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
IGLC1	-1.158315223807716	0.24673542095589474	0.6077684993896839	NA	0.246735420955895	NA	NA	22.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
CLDN3	1.158286239897821	0.24674724481205967	0.6077476879778778	NA	0.339960967946788	0.494089	NA	10.0	24.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
GRM1	1.1581240533034445	0.246813415431972	0.6076312381163754	0.136354	0.634463695715257	0.321256	18.0	78.0	152.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
XYLT2	1.158026295947713	0.24685330552663176	0.607561052919377	0.278015	0.617945576848383	0.672874	21.0	75.0	154.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
MIR127	1.1579363789851438	0.24689000031962982	0.6074964997560053	NA	NA	0.246889	NA	NA	2.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
FAM53C	-1.157924609851343	0.24689480354410065	0.6074880506750827	0.781005	0.0144833454185928	0.871737	10.0	48.0	86.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
PTCH2	1.1578854973168715	0.24691076664046752	0.6074599720745678	0.133789	0.325159265166104	0.136197	26.0	100.0	206.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
ARRDC4	-1.157884757800874	0.24691106846794209	0.6074594411867157	0.547083	0.598483552345067	0.380597	7.0	23.0	65.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
CHORDC1	1.1576528935932906	0.24700571471341648	0.6072929988059537	0.24037	0.791615128105443	0.273398	10.0	22.0	55.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
TRAF1	-1.1575111691734534	0.2470635786905614	0.6071912721598115	0.178882	0.872691799466931	0.411701	12.0	46.0	73.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
TBC1D1	-1.1573897929376251	0.2471131423527454	0.6071041566638967	0.570033	0.160555730586005	0.973316	29.0	111.0	246.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
C3orf38	-1.1573236554110253	0.24714015236615705	0.6070566899098343	0.125076	0.647130977636628	0.353159	8.0	30.0	50.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
INTS11	-1.1572121413298913	0.24718569846727345	0.6069766600250541	0.0543586	NA	0.773789	27.0	NA	189.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
THUMPD1	1.1570877718369916	0.24723650208427483	0.606887409459131	0.508403	0.0983079663757336	0.756329	8.0	33.0	60.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
PHTF1	-1.1568915886023947	0.24731665571528683	0.6067466347844218	0.373559	0.954478509228261	0.241577	18.0	49.0	105.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
CNOT6L	1.1567003556778122	0.24739480433328798	0.6066094254549868	0.930661	0.931127616679717	0.0450646	5.0	25.0	41.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
MUC4	1.1566847156816822	0.2474011964874362	0.6065982043567175	0.33605	0.716388910883001	0.160104	66.0	180.0	1613.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
AARS	1.1564307635216886	0.24750500434309008	0.6064160155723612	NA	0.24750500434309	NA	NA	85.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
ESCO1	1.1556549726369585	0.2478223127218916	0.6058595944258667	0.803764	0.101761205394954	0.907019	14.0	62.0	117.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
ADGRB3	-1.1553113066279197	0.24796296746931223	0.6056131749183187	0.103383	0.39221103079986	0.628934	19.0	84.0	223.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
DMAC2L	-1.1552355579295333	0.247993977215772	0.6055588663258711	0.511809	NA	0.328211	6.0	NA	44.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
CD3E	1.1550824849381633	0.24805665000317334	0.6054491257293061	0.651064	0.983709495337225	0.126523	4.0	18.0	31.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
PACSIN1	1.1550762564055248	0.24805920039051066	0.6054446605659921	0.705885	0.863243871550425	0.146774	10.0	30.0	47.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
IGFLR1	1.1549444936219067	0.24811315738745765	0.6053502045739999	0.129001	0.507461337140993	0.252139	11.0	45.0	92.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
LOC100287944	-1.1547739117047506	0.24818302305705475	0.6052279297059815	0.205597	NA	0.713373	21.0	NA	155.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
RBM24	-1.1547557956509191	0.24819044370376342	0.6052149445400379	0.674777	0.533632107493972	0.0723001	4.0	14.0	33.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
RP11-468E2.2	1.1546136847665514	0.24824866014740954	0.6051130868090441	NA	0.248248660147409	NA	NA	18.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
DIPK1B	-1.1544952496079812	0.24829718500840503	0.6050282040952397	0.0756058	NA	0.885445	18.0	NA	122.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
CCL7	1.154154852265371	0.24843668842286115	0.6047842683866508	0.824825	0.202032369723769	0.00226193	3.0	16.0	25.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
KRTAP26-1	-1.1541148174187648	0.24845309931515958	0.6047555813009156	0.6059	0.586976417094848	0.347305	6.0	15.0	41.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
TSBP1	1.1541128427480085	0.24845390878234774	0.6047541663595789	0.0483685	NA	0.732386	12.0	NA	74.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
G6PD	-1.1540145163107327	0.24849421759394452	0.6046837127506093	NA	NA	0.248493	NA	NA	60.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
OR2F2	-1.1538472411413456	0.2485628023701293	0.6045638633617774	0.118815	0.450598806858992	0.232802	7.0	38.0	53.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
AASDHPPT	1.153699033187842	0.24862358042598653	0.6044576835655302	0.0347553	0.869560582592444	0.781667	8.0	27.0	46.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
CDC25A	-1.1536912146573794	0.24862678698705443	0.6044520823961035	0.319693	0.243925635190952	0.871253	3.0	29.0	51.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
OR6B1	-1.153523901230529	0.24869541304456966	0.6043322248137115	0.43299	0.369387093660863	0.0347298	8.0	28.0	57.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
ZMYND19	1.1534708501521997	0.24871717548876937	0.6042942229229168	NA	0.0093896848984724	0.333907	NA	14.0	26.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
CETN1	1.1532521889432201	0.24880688804967532	0.6041376006670844	NA	0.269065434538299	0.599076	NA	10.0	28.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
PRAM1	-1.1531575324638343	0.24884573083111738	0.6040698055624821	0.671782	0.533172923059669	0.0721992	17.0	53.0	129.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
KBTBD4	-1.1531224049961082	0.24886014664996003	0.6040446472878443	0.958382	0.781484639358623	0.0262515	12.0	43.0	86.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
KRTAP8-1	1.1529379289784636	0.24893586259964295	0.6039125328522847	NA	0.175510029185405	0.78271	NA	4.0	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
PRSS42	-1.1528965405805454	0.2489528521788842	0.6038828937771332	NA	0.248952852178885	NA	NA	33.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
NIPSNAP1	1.152896107292713	0.24895303004407843	0.6038825834941053	0.0615955	0.675998402482949	0.585334	5.0	13.0	41.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
SLC4A9	-1.1528176002663024	0.24898525874259791	0.6038263646964724	0.61172	0.218358677824755	0.796242	25.0	71.0	151.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
KCNMB2-AS1	-1.1528172397647434	0.24898540674239855	0.6038261065467412	0.292652	NA	0.563259	4.0	NA	35.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
RBM25	-1.1528100315723138	0.24898836599644347	0.6038209448785062	0.874471	0.466797808735413	0.153577	4.0	25.0	75.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
KATNBL1	-1.152526179746861	0.24910491818325875	0.6036176979200782	0.312935	0.0588039079119649	0.366789	5.0	23.0	37.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
NRG4	1.1523955837309035	0.24915855492515115	0.6035241966205517	0.476215	0.834509619324563	0.282517	2.0	16.0	20.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
SLC35G5	1.1523081820127168	0.24919445596132417	0.6034616240200419	0.833118	0.785962442485229	0.13013	17.0	55.0	94.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
ETV1	1.1522850209865796	0.24920397016567386	0.6034450430429253	0.796547	0.0987914375980421	0.930468	7.0	45.0	81.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
STEAP3	-1.1521570593197117	0.24925653948813153	0.6033534387280268	0.530268	0.340271966446862	0.678604	26.0	73.0	138.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
UBE2J2	-1.152146277835847	0.24926096910068019	0.6033457208194127	0.186659	0.255680395517361	0.644361	4.0	14.0	26.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
LOC101928371	-1.1519658525881864	0.24933510564679973	0.6032165698101888	0.197386	NA	0.733788	4.0	NA	60.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
GLI1	1.1519581276442452	0.24933828016222892	0.603211040441376	0.671349	0.194581562627295	0.784231	19.0	92.0	198.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
GVQW1	-1.1515746103202293	0.2494959196271841	0.6029365526373397	NA	0.249495919627184	NA	NA	19.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
ADSSL1	-1.1514304878561141	0.2495551771637149	0.6028334160190136	NA	0.249555177163714	NA	NA	49.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
CCL17	-1.1513713075166316	0.24957951265951916	0.6027910676438514	0.632529	0.351437476824198	0.559046	6.0	15.0	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
EIF2B4	1.1512703523592183	0.24962103016898152	0.6027188288389764	0.726037	0.281527341425636	0.204952	7.0	48.0	116.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
ALDH1L1-AS1	-1.1512259380820515	0.24963929693742526	0.6026870491989363	0.486064	NA	0.351597	3.0	NA	21.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
LTK	1.151117652311203	0.24968383678124995	0.6026095706799455	0.9422	0.147791194712252	0.535968	33.0	107.0	192.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
ELOVL2	-1.1510663816871827	0.24970492722823812	0.6025728879773563	0.0312645	0.291102972789963	0.370403	7.0	22.0	39.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
EXD2	-1.1508657416299026	0.2497874735616895	0.602429344582546	0.902697	0.549876691617412	0.202962	9.0	54.0	83.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
ASCC2	-1.1508438911531367	0.24979646432709413	0.602413713015926	0.270968	0.0491589519328287	0.282497	15.0	67.0	128.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
WARS	1.1507672946862315	0.24982798308453158	0.6023589181694343	NA	0.249827983084531	NA	NA	37.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
GC	-1.1507536424607105	0.24983360114431208	0.6023491519899289	0.185922	0.739555762507436	0.735377	8.0	35.0	68.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
AZIN1	1.1505779859412266	0.24990589384996997	0.6022235012311532	0.620562	0.323612791128063	0.609529	5.0	25.0	38.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
GJA8	1.150571543468373	0.2499085455738591	0.6022188930047325	0.399734	0.456431167193867	0.684729	11.0	49.0	89.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
FOXK1	-1.1503019858892893	0.2500195131767228	0.6020260947909031	0.369433	0.546972425569753	0.622337	9.0	40.0	129.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
NOP14	1.1501450320077522	0.2500841415546702	0.6019138470686254	0.799351	0.241380578497197	0.282485	36.0	96.0	184.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
SPAG4	-1.1500559120311993	0.25012084338449037	0.6018501155878317	0.354804	0.778827698319168	0.177821	10.0	39.0	67.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
MAGEA4	1.1499633912030782	0.2501589497497785	0.6017839550735389	NA	NA	0.250161	NA	NA	44.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
HAUS3	1.149877991174254	0.25019412688442966	0.6017228892533941	0.763017	0.564065663323125	0.0860967	12.0	44.0	101.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
CFC1	-1.1498648040218005	0.2501995591136553	0.601713459929071	NA	NA	0.250199	NA	NA	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
PADI4	1.1498154347148686	0.2502198967140967	0.6016781595123951	0.5814	0.464904499428096	0.478075	24.0	63.0	137.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
AUNIP	-1.1497061732618508	0.2502649108853041	0.601600037635692	0.918042	0.261926266441201	0.330852	10.0	36.0	68.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
AC009950.1	-1.1495402346500705	0.25033328605917193	0.6014813997297792	NA	0.250333286059172	NA	NA	40.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
WEE2	1.1495397470784499	0.250333486982774	0.6014810511545736	0.135565	0.35381198410476	0.153934	13.0	39.0	88.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
LCE3D	-1.1494797263418282	0.25035822181453193	0.6014381417124428	0.0569697	0.248712464155201	0.214644	8.0	14.0	30.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
LRMP	1.1494253246477744	0.2503806424864614	0.6013992504866952	NA	0.25038064248646	NA	NA	73.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
UBC	-1.1493907828272774	0.25039487899926527	0.6013745574308702	NA	0.407867455271741	0.424968	NA	4.0	38.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
INO80B	1.1493226812242303	0.250422948930797	0.6013258745937006	0.261058	0.42117343849705	0.950241	6.0	20.0	69.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
GCK	1.1492382573314504	0.2504577495889925	0.6012655259562311	0.543354	0.624462760471146	0.37172	6.0	23.0	53.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
ROS1	-1.1490993420440083	0.2505150196783682	0.6011662308031683	0.577933	0.393717592776915	0.0222082	70.0	220.0	392.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
CPN1	-1.1490500866606688	0.25053532820777935	0.6011310252303117	0.694516	0.512728323461038	0.34574	4.0	33.0	74.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
AURKAIP1	-1.1489691815573235	0.250568688755039	0.6010731997045962	0.750212	0.659856814535567	0.218098	2.0	17.0	41.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
TMEM38A	-1.148795917425692	0.2506401432129235	0.6009493699753592	0.885193	0.436984619284549	0.285479	6.0	17.0	46.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
ZNF219	1.148736535088145	0.2506646358748764	0.6009069326063754	0.757371	0.903591328908738	0.0294446	17.0	39.0	158.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
LBX1	1.1487247498793793	0.2506694969656593	0.6008985104991826	0.586697	0.874776713461536	0.197598	8.0	19.0	37.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
SIM2	-1.1485926175552994	0.25072400260319605	0.6008040876647085	0.824361	0.288616089596982	0.479991	12.0	45.0	132.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
DNAJB7	1.1481770059174599	0.2508954996545302	0.6005071286125834	0.801365	0.556600229536142	0.250464	11.0	36.0	49.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
ZNF358	1.1479334423770557	0.2509960412074558	0.600333128301095	0.442273	0.409966123089329	0.692133	11.0	20.0	76.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
ARF3	1.1478042252950003	0.25104939264988035	0.6002408249533451	NA	NA	0.251049	NA	NA	9.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
GLI4	1.1478014022755967	0.25105055831287626	0.6002388084583985	0.227495	0.562839036465716	0.839461	21.0	38.0	135.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
CTRB1	1.1475054548972858	0.2511727799525316	0.6000274276615496	0.307715	0.648380825876548	0.154585	12.0	14.0	61.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
CNTNAP2	1.1473284492356637	0.2512459003626122	0.599901015997012	0.226586	0.0776769111745622	0.323989	30.0	141.0	264.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
SHANK2	-1.1470628312821682	0.2513556540600558	0.5997113411919643	0.652232	0.197742004718692	0.804059	51.0	199.0	283.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
RGPD2	1.1468743094437486	0.25143357183092496	0.5995767350530137	NA	0.418141275869656	0.416632	NA	8.0	63.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
SERPINB5	-1.1468263678638633	0.2514533892040134	0.5995425063835533	0.415287	0.853905841601236	0.175139	9.0	36.0	66.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
SPATC1L	1.1467268243873268	0.25149454047715203	0.5994714383073865	0.490563	0.0594023279630485	0.556246	12.0	32.0	85.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
HIST1H1T	-1.1465632884601553	0.25156215642764446	0.5993546910916352	NA	0.251562156427645	NA	NA	47.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
C10orf113	-1.1465102049260956	0.25158410719676916	0.5993167971486622	NA	0.25158410719677	NA	NA	15.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
TRDN	1.1464434694141876	0.25161170514145326	0.5992691590928345	0.148125	0.603381221160548	0.289573	26.0	78.0	116.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
NLRP8	-1.1464276387314196	0.25161825210532907	0.5992578588502965	0.579105	0.0265322180605466	0.431073	26.0	113.0	200.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
HECTD2-AS1	1.1463985087588864	0.2516302994563997	0.5992370655541159	0.0869875	NA	0.928084	3.0	NA	66.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
RTL5	-1.146265189421015	0.2516854417819695	0.5991419045811999	NA	NA	0.251686	NA	NA	56.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
AC131097.4	1.146063445884932	0.2517689011241895	0.5989979156271581	NA	0.25176890112419	NA	NA	14.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
SFTA3	1.146053590755652	0.251772978589885	0.5989908821670902	0.320589	0.975936836795066	0.336245	5.0	16.0	54.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
MYL5	-1.1459625026615325	0.25181066759955983	0.5989258755725171	0.908153	0.286004188550042	0.301458	14.0	13.0	74.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
NOP2	1.1459391631519125	0.2518203252907072	0.5989092194014992	0.332283	0.926792115702141	0.355793	18.0	75.0	140.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
CSNK2A1	1.1459169260229878	0.2518295270663642	0.598893350120993	0.402685	0.596430276208469	0.536305	6.0	18.0	25.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
RFXAP	-1.1458332365412391	0.2518641600703557	0.5988336276232405	0.906534	0.11644715810833	0.594594	6.0	13.0	45.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
AGTRAP	-1.1454970649109626	0.25200331058187253	0.5985937538295866	0.111306	0.0171825120413245	0.232622	9.0	25.0	53.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
GJA3	-1.145248669026108	0.25210616277395625	0.5984165377983303	0.0870268	0.621352412337716	0.443515	8.0	32.0	66.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
EBF3	-1.1451272360262832	0.2521564546519691	0.5983299103767321	NA	0.203537426028708	0.727903	NA	29.0	73.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
CYP27A1	-1.1450874175894314	0.25217294711177374	0.5983015059876021	0.276022	0.599035932345027	0.155653	24.0	67.0	117.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
GIT1	-1.1449163271056872	0.2522438199007284	0.5981794653919059	0.108732	0.614895781296834	0.901345	13.0	60.0	128.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
ADAMTS8	1.1448896419972698	0.2522548752333085	0.5981604315669142	0.625374	0.836028300204729	0.197823	26.0	96.0	179.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
KRT34	-1.1445847097609017	0.2523812291236702	0.5979429489174403	0.494957	0.869117524421132	0.142972	19.0	29.0	114.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
NCKAP5	1.1444581643238811	0.2524336783412482	0.5978527043326651	0.230983	0.533211714152325	0.871841	47.0	175.0	325.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
ESD	-1.1444273038470387	0.2524464702182492	0.597830697360865	0.379329	0.478308724586272	0.693546	6.0	27.0	39.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
SRSF11	1.1443461654408589	0.25248010479349203	0.5977728382139172	0.0938721	0.87080401428202	0.885411	7.0	26.0	52.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
AL023806.1	-1.1442745169348116	0.2525098080852213	0.5977217481807174	NA	0.252509808085221	NA	NA	11.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
MRPL32	-1.1441673348080434	0.2525542470820422	0.5976453237709698	0.44778	0.41021106534575	0.689809	4.0	15.0	33.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
HPCAL1	-1.1440834821341639	0.2525890172073145	0.5975855368763116	0.629974	0.337881176592718	0.588172	2.0	8.0	18.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
LSMEM2	1.144056895338059	0.2526000423135206	0.5975665810311751	0.0186876	0.940682837500162	0.767435	5.0	20.0	36.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
HLA-DOA	1.1437327514506797	0.2527344864108322	0.5973354931966988	0.168053	0.531729023685233	0.219488	6.0	27.0	46.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
CPVL	1.1436800364135569	0.25275635556675813	0.5972979152508302	0.384333	0.0791108731128953	0.518993	12.0	40.0	90.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
OR4K5	1.1436062116927366	0.2527869844204508	0.5972452909113923	0.329346	0.251461364343919	0.88751	3.0	19.0	47.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
KCNJ14	1.1435576837233836	0.252807119411127	0.5972106998618442	0.486245	0.293119559943652	0.815681	23.0	31.0	100.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP1
