COHORT: GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META; VARIANT GROUP: ALL_MISSENSE_SNPEFF; MAF: 0.001; NUMVAR >= 3 for SkatO
GENE	TEST_STAT	META_PVAL	UKB_CASE_PVAL	AMP_NIH_PVAL	UKB_PARENT_PROXY_PVAL	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	UKB_PARENT_PROXY_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
ABCC3	27.506990190619664	0.0005776676227501776	0.244689	0.060822	0.000275477	0.259520987754858	113.0	62.0	307.0	161.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
SQSTM1	27.18363314483584	0.0006571702219755182	0.531967	0.00245492	0.0333342	0.0287300902708776	46.0	27.0	145.0	57.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
L3HYPDH	27.120147876810506	0.0006739913301129037	0.00749955	0.50077	0.145704	0.0023593356577296	25.0	10.0	67.0	35.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
GDF9	27.05611143415357	0.0006913850049068065	0.463964	0.0929277	0.844674	3.66034020865596e-05	24.0	9.0	46.0	44.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
CAMP	27.054003133725857	0.0006919650684967983	0.0207714	0.00960337	0.197165	0.0339295897742974	11.0	6.0	26.0	13.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
RPS20	23.106926073447926	0.0007614458259613109	0.0076071	NA	0.00159612	0.790879086357917	4.0	NA	13.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
CENPF	26.74870733474109	0.0007811855412610108	0.00262304	0.137671	0.0224732	0.191548919272409	136.0	75.0	392.0	251.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
FAM187A	26.642248146572726	0.0008148681423962808	3.01198e-05	0.701053	0.305972	0.253760897150623	25.0	14.0	70.0	59.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
RNF114	26.485823055870476	0.0008669485957384963	0.0475803	0.168915	0.86163	0.0002560120421331	14.0	9.0	36.0	23.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
MYEF2	26.449346779915814	0.0008795530098067782	0.0618996	0.0242966	0.0409335	0.0293281787746375	41.0	17.0	111.0	28.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
LAT	26.399521415052078	0.000897059935932216	0.851016	0.546265	0.00757858	0.0005253972822846	21.0	11.0	47.0	24.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
LSR	26.19763242644649	0.0009715470881687413	0.00310709	0.050274	0.759226	0.0172658535488151	44.0	25.0	125.0	72.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
 
COHORT: GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META; VARIANT GROUP: ALL_LOF_HC_LOFTEE; MAF: 0.001; NUMVAR >= 3 for SkatO
GENE	TEST_STAT	META_PVAL	UKB_CASE_PVAL	AMP_NIH_PVAL	UKB_PARENT_PROXY_PVAL	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	UKB_PARENT_PROXY_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
B3GNT3	45.35252965665478	3.3584315718584156e-09	NA	NA	0.0322445	4.39913883099052e-09	NA	NA	3.0	3.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
AUNIP	42.03485100546311	1.8098647265739389e-07	3.12638e-08	NA	1.0	0.0238345148633997	4.0	NA	13.0	8.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
CAPN10	37.39812223732755	1.472582795618377e-06	3.75213e-06	NA	0.394394	0.0051155550562002	4.0	NA	18.0	6.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
LOC105371046	27.56085163108582	1.530819747778331e-05	0.000350223	NA	0.00295728	NA	3.0	NA	11.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
TOX2	20.2540079624492	3.9985087685434615e-05	NA	NA	NA	3.99850876854346e-05	NA	NA	NA	3.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
CD44	26.757474006887403	0.00016076642822544245	5.37821e-06	NA	1.0	0.287773360735832	3.0	NA	9.0	5.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
LY6K	17.26741502025824	0.00017800347059650017	NA	NA	NA	0.0001780034705965	NA	NA	NA	4.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
MRPL20	16.80610019121838	0.00022418250225779998	NA	NA	NA	0.0002241825022578	NA	NA	NA	3.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
FMNL1	16.163569999510834	0.00030911876574339967	NA	NA	NA	0.0003091187657434	NA	NA	NA	4.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
GLIPR2	16.0490895533095	0.00032732900000000017	NA	NA	0.000327329	NA	NA	NA	5.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
USP13	15.719063607985262	0.00038605457827780004	NA	NA	NA	0.0003860545782778	NA	NA	NA	6.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
EQTN	20.4115434095145	0.0004141249871342144	NA	NA	4.91937e-05	0.751242547502427	NA	NA	5.0	3.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
ZDHHC18	15.489780525528273	0.00043294915458209974	NA	NA	NA	0.0004329491545821	NA	NA	NA	3.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
RIPK2	15.314704366771297	0.00047255699999999986	NA	NA	0.000472557	NA	NA	NA	5.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
ABAT	15.10035405271438	0.0005260169999999997	NA	NA	0.000526017	NA	NA	NA	5.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
LTK	23.907987496065864	0.0005430055188800767	0.0039625	NA	0.0230649	0.070392376453186	7.0	NA	19.0	14.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
SLC6A12	14.94506351972606	0.0005684872003157997	NA	NA	NA	0.0005684872003158	NA	NA	NA	3.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
UTRN	19.682020429309887	0.000576996689012917	NA	NA	0.000634243	0.0839166010102829	NA	NA	5.0	18.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
ZNF587B	14.86253550373046	0.0005924359738153	NA	NA	NA	0.0005924359738153	NA	NA	NA	7.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
CTSA	18.97361613415428	0.0007953804738161305	NA	NA	0.00359769	0.0210818086230032	NA	NA	13.0	3.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
TRAPPC3L	22.98133068714781	0.0008027556208529922	NA	0.630289	0.037982	0.0004271199831334	NA	3.0	11.0	4.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
BRDT	18.878793882445276	0.0008302280592898935	NA	NA	0.000238172	0.333911435282822	NA	NA	12.0	6.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
SLC17A1	14.071495857064464	0.0008798598464865994	NA	NA	NA	0.0008798598464866	NA	NA	NA	12.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
RP11-400G3.5	14.047205865049218	0.0008906108943775006	NA	NA	NA	0.0008906108943775	NA	NA	NA	10.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
 
COHORT: GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META; VARIANT GROUP: ALL_LOF_HC_LOFTEE; MAF: 0.001; NUMVAR >= 3 for CMCWald
GENE	TEST_STAT	META_PVAL	UKB_CASE_PVAL	AMP_NIH_PVAL	UKB_PARENT_PROXY_PVAL	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	UKB_PARENT_PROXY_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
B3GNT3	20.72391859987857	0.0003591794520504057	NA	NA	0.0694624	0.0004551017125469	NA	NA	3.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
CAPN10	23.906964985560826	0.0005432405756484141	0.00229306	NA	0.250972	0.0111847897236652	4.0	NA	18.0	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
GLIPR2	13.045407569568932	0.00146969	NA	NA	0.00146969	NA	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
RP11-400G3.5	12.582341144872117	0.0018525900862234996	NA	NA	NA	0.0018525900862235	NA	NA	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
AUNIP	20.626726895929437	0.0021404081385038606	0.00096005	NA	0.650908	0.0531067474261586	4.0	NA	13.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
NOC2L	12.201260984690983	0.002241454054256101	NA	NA	NA	0.0022414540542561	NA	NA	NA	15.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
SLC17A1	12.109251905860592	0.002346979837439001	NA	NA	NA	0.002346979837439	NA	NA	NA	12.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
ZNF587B	12.039331424673556	0.002430481939366701	NA	NA	NA	0.0024304819393667	NA	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
LY6K	11.409262724352342	0.0033305049089436974	NA	NA	NA	0.0033305049089437	NA	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
TRAPPC3L	19.42571322279838	0.0035019372831384516	NA	0.598795	0.0486686	0.0020760267795094	NA	3.0	11.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
USP13	11.24997065826215	0.0036066160478188994	NA	NA	NA	0.0036066160478189	NA	NA	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
ZSCAN25	19.294415934601048	0.0036942518555213074	NA	0.437493	0.000232348	0.635566161878225	NA	3.0	16.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
MEI1	11.179077724861209	0.003736750623543103	NA	NA	NA	0.0037367506235431	NA	NA	NA	9.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
LONP2	22.424156462563342	0.004187845094087901	0.256535	0.260053	0.504499	0.0004014093550155	7.0	4.0	19.0	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
LNPK	15.030144922307484	0.004639101205349394	NA	NA	0.0101133	0.0538706987442293	NA	NA	8.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
KIN	10.59497797669016	0.0050041436070147015	NA	NA	NA	0.0050041436070147	NA	NA	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
LTK	18.208047752517885	0.005732772157785682	0.00912487	NA	0.223612	0.0545068237793419	7.0	NA	19.0	14.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
ALG8	10.298005496175447	0.005805191079041898	NA	NA	NA	0.0058051910790419	NA	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
KIF19	21.141917233090016	0.006779842413407645	0.0354965	0.167308	0.0180441	0.239361081394202	12.0	3.0	15.0	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
TOX2	9.908600025927273	0.0070530155715774	NA	NA	NA	0.0070530155715774	NA	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
FER1L5	9.832479843086926	0.007326627814418405	NA	NA	NA	0.0073266278144184	NA	NA	NA	16.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
PRMT2	9.71390243279853	0.007774149496645596	NA	NA	NA	0.0077741494966456	NA	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
ASPDH	9.648535532677593	0.008032433335630997	NA	NA	NA	0.008032433335631	NA	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
CYP2C18	9.56689010438932	0.008367124079129101	NA	NA	NA	0.0083671240791291	NA	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
 
COHORT: GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META; VARIANT GROUP: ALL_LOF_HC_LOFTEE; MAF: 0.01; NUMVAR >= 3 for SkatO
GENE	TEST_STAT	META_PVAL	UKB_CASE_PVAL	AMP_NIH_PVAL	UKB_PARENT_PROXY_PVAL	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	UKB_PARENT_PROXY_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
B3GNT3	45.35252965665478	3.3584315718584156e-09	NA	NA	0.0322445	4.39913883099052e-09	NA	NA	3.0	3.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
CAPN10	37.39812223732755	1.472582795618377e-06	3.75213e-06	NA	0.394394	0.0051155550562002	4.0	NA	18.0	6.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
LOC105371046	27.56085163108582	1.530819747778331e-05	0.000350223	NA	0.00295728	NA	3.0	NA	11.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
TOX2	20.2540079624492	3.9985087685434615e-05	NA	NA	NA	3.99850876854346e-05	NA	NA	NA	3.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
CD44	26.757474006887403	0.00016076642822544245	5.37821e-06	NA	1.0	0.287773360735832	3.0	NA	9.0	5.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
LY6K	17.26741502025824	0.00017800347059650017	NA	NA	NA	0.0001780034705965	NA	NA	NA	4.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
MRPL20	16.80610019121838	0.00022418250225779998	NA	NA	NA	0.0002241825022578	NA	NA	NA	3.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
FMNL1	16.163569999510834	0.00030911876574339967	NA	NA	NA	0.0003091187657434	NA	NA	NA	4.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
GLIPR2	16.0490895533095	0.00032732900000000017	NA	NA	0.000327329	NA	NA	NA	5.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
USP13	15.719063607985262	0.00038605457827780004	NA	NA	NA	0.0003860545782778	NA	NA	NA	6.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
EQTN	20.4115434095145	0.0004141249871342144	NA	NA	4.91937e-05	0.751242547502427	NA	NA	5.0	3.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
ZDHHC18	15.489780525528273	0.00043294915458209974	NA	NA	NA	0.0004329491545821	NA	NA	NA	3.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
RIPK2	15.314704366771297	0.00047255699999999986	NA	NA	0.000472557	NA	NA	NA	5.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
ABAT	15.10035405271438	0.0005260169999999997	NA	NA	0.000526017	NA	NA	NA	5.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
SLC6A12	14.94506351972606	0.0005684872003157997	NA	NA	NA	0.0005684872003158	NA	NA	NA	3.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
UTRN	19.682020429309887	0.000576996689012917	NA	NA	0.000634243	0.0839166010102829	NA	NA	5.0	18.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
ZNF587B	14.86253550373046	0.0005924359738153	NA	NA	NA	0.0005924359738153	NA	NA	NA	7.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
TRAPPC3L	22.98133068714781	0.0008027556208529922	NA	0.630289	0.037982	0.0004271199831334	NA	3.0	11.0	4.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
BRDT	18.878793882445276	0.0008302280592898935	NA	NA	0.000238172	0.333911435282822	NA	NA	12.0	6.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
SLC17A1	14.071495857064464	0.0008798598464865994	NA	NA	NA	0.0008798598464866	NA	NA	NA	12.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
RP11-400G3.5	14.047205865049218	0.0008906108943775006	NA	NA	NA	0.0008906108943775	NA	NA	NA	10.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
ATF6	14.02429155406529	0.0009008734394038996	NA	NA	NA	0.0009008734394039	NA	NA	NA	4.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
WIPI2	18.621423696620234	0.0009326052835467848	NA	NA	0.000525641	0.172075875887296	NA	NA	4.0	4.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
NOC2L	13.897994134239934	0.0009595970827040997	NA	NA	NA	0.0009595970827041	NA	NA	NA	15.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
 
COHORT: GNE_AMP_NIH_UKB_CASE_PARENT_PROXY_META; VARIANT GROUP: ALL_LOF_HC_LOFTEE; MAF: 0.01; NUMVAR >= 3 for CMCWald
GENE	TEST_STAT	META_PVAL	UKB_CASE_PVAL	AMP_NIH_PVAL	UKB_PARENT_PROXY_PVAL	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	UKB_PARENT_PROXY_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
B3GNT3	20.72391859987857	0.0003591794520504057	NA	NA	0.0694624	0.0004551017125469	NA	NA	3.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
CAPN10	23.906964985560826	0.0005432405756484141	0.00229306	NA	0.250972	0.0111847897236652	4.0	NA	18.0	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
GLIPR2	13.045407569568932	0.00146969	NA	NA	0.00146969	NA	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
RP11-400G3.5	12.582341144872117	0.0018525900862234996	NA	NA	NA	0.0018525900862235	NA	NA	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PARENT_PROXY_2021
