COHORT: GNE_AMP_NIH_UKB_CASE_PROXIES_META; VARIANT GROUP: ALL_MISSENSE_SNPEFF; MAF: 0.001; NUMVAR >= 4
GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	UKB_CASE_BETA	UKB_CASE_SE	UKB_CASE_PVAL	AMP_NIH_BETA	AMP_NIH_SE	AMP_NIH_PVAL	UKB_SIBLING_PROXY_BETA	UKB_SIBLING_PROXY_SE	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_BETA	UKB_PARENT_PROXY_SE	UKB_PARENT_PROXY_PVAL	GNE_BETA	GNE_SE	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	NTOTAL	META_ANALYSIS_GROUP
TRAP1	2.952055033177449	0.003156666653530555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.38036873199796	0.467595866772239	0.0031566666535306	NA	NA	NA	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
EQTN	2.9504699480583727	0.0031729090956132936	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.14516	0.388128	0.00317294	NA	NA	NA	NA	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
LY6K	2.9354628482829033	0.0033305049089437312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.69839708249393	0.919240754170115	0.0033305049089437	NA	NA	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
USP13	2.910664026056153	0.00360661604781899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.61132224112706	0.897156874771737	0.0036066160478189	NA	NA	NA	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
MEI1	2.899569861415407	0.0037367506235431256	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.82844058953167	0.630590286463775	0.0037367506235431	NA	NA	NA	NA	9.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
RRP1B	2.8804012072051557	0.003971694024363804	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.54327	0.535783	0.00397175	NA	NA	NA	NA	NA	NA	10.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ULK4	2.8658699138572463	0.004158650953848306	1.71504	0.524055	0.00106552	NA	NA	NA	0.85431	0.692943	0.217623	0.0261239	0.305449	0.931843	0.242552046574523	0.212632890028757	0.253991440943902	12.0	NA	7.0	26.0	17.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
RBL1	2.831126438613091	0.0046384380920996855	0.669016	0.597437	0.262794	NA	NA	NA	1.88076	0.768836	0.0144355	0.234861	0.251772	0.350905	0.462304912372696	0.397385184869338	0.244680528448671	6.0	NA	4.0	16.0	15.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
KIN	2.806766914058083	0.005004143607014746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.35245640322359	0.481855617026702	0.0050041436070147	NA	NA	NA	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
PDYN-AS1	2.7658501901072947	0.005677461014493447	NA	NA	NA	NA	NA	NA	1.76142	1.00304	0.0790736	0.946064	0.438923	0.031129	NA	NA	NA	NA	NA	4.0	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ALG8	2.758586659796047	0.005805191079041957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.66839485358398	0.604800595137849	0.0058051910790419	NA	NA	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ING1	2.6961686032346885	0.007014215341954678	0.678852	1.17347	0.562926	NA	NA	NA	NA	NA	NA	1.53514	0.708235	0.0301918	1.30060170852165	0.676043240737701	0.0543741447748026	4.0	NA	NA	7.0	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
FER1L5	2.6816216155770527	0.00732662781441824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.21105382472761	0.451612493609396	0.0073266278144184	NA	NA	NA	NA	16.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
PRMT2	2.6617244320344113	0.007774149496645693	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.12671154898114	0.798997643552323	0.0077741494966456	NA	NA	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
 
COHORT: GNE_AMP_NIH_UKB_CASE_PROXIES_META; VARIANT GROUP: ALL_LOF_HC_LOFTEE; MAF: 0.01; NUMVAR >= 4
GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	UKB_CASE_BETA	UKB_CASE_SE	UKB_CASE_PVAL	AMP_NIH_BETA	AMP_NIH_SE	AMP_NIH_PVAL	UKB_SIBLING_PROXY_BETA	UKB_SIBLING_PROXY_SE	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_BETA	UKB_PARENT_PROXY_SE	UKB_PARENT_PROXY_PVAL	GNE_BETA	GNE_SE	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	NTOTAL	META_ANALYSIS_GROUP
SOAT2	3.9084281839884847	9.28985531830339e-05	0.647054	0.32986	0.0498089	NA	NA	NA	1.07787	0.402206	0.00736437	0.154095	0.174819	0.378072	0.709482890173676	0.309290499961594	0.0217959810802337	6.0	NA	7.0	13.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ZSCAN25	3.6809750201690328	0.0002323437694158523	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.23648	0.335911	0.000232348	NA	NA	NA	NA	NA	NA	16.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TRAPPC3L	3.571326110833633	0.0003551783251896019	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.915604	0.464424	0.0486686	1.93465590208608	0.628311518023376	0.0020760267795094	NA	NA	NA	11.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
GLIPR2	3.1806096636147028	0.0014696550315069327	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.77409	0.557783	0.00146969	NA	NA	NA	NA	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
PHKB	-3.14599314720392	0.001655238839448525	-1.23742	0.731361	0.0906565	-0.902617	0.435521	0.038219	-1.11088	1.03232	0.281883	-0.137739	0.227257	0.544453	-0.552281175440779	0.347779796438713	0.112281879679084	16.0	5.0	11.0	28.0	14.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
RP11-400G3.5	3.112899632413066	0.0018525900862235362	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.43633195258633	0.461412869734226	0.0018525900862235	NA	NA	NA	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
NOC2L	3.056221764227844	0.0022414540542561086	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.26734113357892	0.414675776611752	0.0022414540542561	NA	NA	NA	NA	15.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SLC17A1	-3.042402310276703	0.002346979837439067	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.69759772015894	0.557979368614319	0.002346979837439	NA	NA	NA	NA	12.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
CAPN10	3.0319251184535547	0.002429994771146659	3.37192	1.10577	0.00229306	NA	NA	NA	1.63267	1.00436	0.104039	-0.606628	0.528426	0.250972	2.09947867433774	0.827585633303507	0.0111847897236652	4.0	NA	4.0	18.0	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ZNF587B	3.0318646066294477	0.002430481939366744	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.31028989661085	0.762002990357548	0.0024304819393667	NA	NA	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
FLYWCH1	3.011608726855907	0.002598673200853717	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.968059	0.395712	0.0144303	0.673856807453204	0.371745062728614	0.0698803743089678	NA	NA	NA	17.0	14.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TRAP1	2.952055033177449	0.003156666653530555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.38036873199796	0.467595866772239	0.0031566666535306	NA	NA	NA	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
EQTN	2.9504699480583727	0.0031729090956132936	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.14516	0.388128	0.00317294	NA	NA	NA	NA	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
LY6K	2.9354628482829033	0.0033305049089437312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.69839708249393	0.919240754170115	0.0033305049089437	NA	NA	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
USP13	2.910664026056153	0.00360661604781899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.61132224112706	0.897156874771737	0.0036066160478189	NA	NA	NA	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
MEI1	2.899569861415407	0.0037367506235431256	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.82844058953167	0.630590286463775	0.0037367506235431	NA	NA	NA	NA	9.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
NME3	-2.887023948307068	0.003889046280325539	NA	NA	NA	NA	NA	NA	NA	NA	NA	-0.384675	0.186755	0.0394194	-0.714047418602615	0.352949923634667	0.043064465862484	NA	NA	NA	4.0	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
RRP1B	2.8804012072051557	0.003971694024363804	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.54327	0.535783	0.00397175	NA	NA	NA	NA	NA	NA	10.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
RBL1	2.831126438613091	0.0046384380920996855	0.669016	0.597437	0.262794	NA	NA	NA	1.88076	0.768836	0.0144355	0.234861	0.251772	0.350905	0.462304912372696	0.397385184869338	0.244680528448671	6.0	NA	4.0	16.0	15.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
KIN	2.806766914058083	0.005004143607014746	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.35245640322359	0.481855617026702	0.0050041436070147	NA	NA	NA	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
PDYN-AS1	2.7658501901072947	0.005677461014493447	NA	NA	NA	NA	NA	NA	1.76142	1.00304	0.0790736	0.946064	0.438923	0.031129	NA	NA	NA	NA	NA	4.0	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ALG8	2.758586659796047	0.005805191079041957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.66839485358398	0.604800595137849	0.0058051910790419	NA	NA	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ING1	2.6961686032346885	0.007014215341954678	0.678852	1.17347	0.562926	NA	NA	NA	NA	NA	NA	1.53514	0.708235	0.0301918	1.30060170852165	0.676043240737701	0.0543741447748026	4.0	NA	NA	7.0	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
FER1L5	2.6816216155770527	0.00732662781441824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.21105382472761	0.451612493609396	0.0073266278144184	NA	NA	NA	NA	16.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
 
COHORT: GNE_AMP_NIH_UKB_CASE_PROXIES_META; VARIANT GROUP: ALL_MODERATE_HIGH_IMPACT_SNPEFF; MAF: 0.001; NUMVAR >= 4
GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	UKB_CASE_BETA	UKB_CASE_SE	UKB_CASE_PVAL	AMP_NIH_BETA	AMP_NIH_SE	AMP_NIH_PVAL	UKB_SIBLING_PROXY_BETA	UKB_SIBLING_PROXY_SE	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_BETA	UKB_PARENT_PROXY_SE	UKB_PARENT_PROXY_PVAL	GNE_BETA	GNE_SE	GNE_PVAL	UKB_CASE_NUMVAR	AMP_NIH_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	GNE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	NTOTAL	META_ANALYSIS_GROUP
GBA	8.08325427950559	6.306094524904148e-16	1.18776	0.263712	6.66843e-06	0.87011	0.352526	0.013579	1.09726	0.340268	0.00126106	0.831198	0.137567	1.52088e-09	0.769647136492188	0.419275225865795	0.0664078248262314	35.0	15.0	26.0	87.0	19.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SEPT5-GP1BB	4.030623611488575	5.56290639510714e-05	0.274873	0.359763	0.444844	0.173201	0.482624	0.71969	1.88026	0.452321	3.22584e-05	0.445283	0.160092	0.0054121	NA	NA	NA	37.0	5.0	17.0	98.0	NA	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
SEPTIN5	3.864776450574089	0.0001111909900536545	0.6904	0.447854	0.123177	0.0753449	0.471053	0.87292	2.03618	0.588595	0.000541387	0.548579	0.213568	0.0102099	NA	NA	NA	22.0	6.0	10.0	56.0	NA	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
CFAP52	-3.789394042014146	0.00015101520751876717	-0.352038	0.407327	0.387442	-0.852688	0.351345	0.0152275	-0.266308	0.536949	0.619919	-0.392146	0.183992	0.0330625	-0.679282920704885	0.265877931573182	0.010622818696429	33.0	13.0	27.0	89.0	66.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
MET	-3.601034735985961	0.00031695322226163566	0.125137	0.245511	0.61026	-0.531186	0.236899	0.0249452	-0.407214	0.40445	0.314015	-0.455643	0.136021	0.000808668	-0.348147226623997	0.177356568585066	0.0496486096306934	60.0	25.0	50.0	192.0	109.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
IRX6	3.588104668013808	0.0003330905768476976	0.44192	0.289191	0.126482	0.541059	0.353948	0.126354	0.253824	0.376026	0.499665	0.356622	0.127525	0.00516634	0.304664486488613	0.203792086620824	0.134920439441739	43.0	13.0	28.0	104.0	63.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
C11orf63	3.554628543098328	0.0003785134359892994	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.678364400041665	0.190839743679766	0.0003785134359892	NA	NA	NA	NA	78.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
MMP8	3.4904868706740935	0.0004821413026942664	0.490679	0.274803	0.074169	0.210219	0.278165	0.449807	1.22172	0.335687	0.000273212	-0.035401	0.135795	0.794328	0.425257088494523	0.225612870312961	0.0594437056813451	35.0	16.0	19.0	93.0	56.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TRRAP	3.489141243075239	0.0004845750306366187	0.149848	0.200019	0.453757	0.0516984	0.251577	0.837184	0.532313	0.205338	0.00953145	0.139861	0.0817343	0.0870498	0.367962852481556	0.144653713810494	0.0109669615330286	121.0	33.0	94.0	384.0	190.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TRMT12	3.47105119869741	0.0005184251431199108	0.747492	0.344929	0.0302281	0.78984	0.370821	0.0331734	0.59647	0.439906	0.17513	0.290125	0.173272	0.0940538	0.12895904522509	0.297040281650223	0.664181946455621	18.0	10.0	19.0	63.0	44.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
USP25	3.440822483372293	0.0005799488833763998	0.270344	0.248961	0.277528	0.0803228	0.28756	0.779995	0.823063	0.323777	0.01102	0.242294	0.12367	0.0500898	0.358792789099611	0.196337013835197	0.067634652464424	54.0	14.0	30.0	135.0	71.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
IPO4	-3.437550259638595	0.0005870017708441926	-0.510581	0.338193	0.131111	-0.487234	0.307455	0.113028	-1.68206	0.7214	0.019719	-0.32147	0.132046	0.0149113	0.0299379043726739	0.171997288495888	0.861818051232968	66.0	28.0	48.0	209.0	135.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
BOLA1	3.4093279456054857	0.0006512314214647137	1.01812	0.555583	0.0668723	1.00169	0.587393	0.0881355	-0.351501	1.07106	0.742774	0.29071	0.241926	0.229499	1.09138563558828	0.339764698226677	0.0013173145056984	9.0	5.0	6.0	28.0	15.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
NOP53	3.402102633791937	0.0006686952020343298	0.588006	0.213796	0.00595379	0.554177	0.222032	0.0125628	-0.111502	0.330061	0.735497	0.191163	0.100836	0.05799	NA	NA	NA	49.0	28.0	37.0	134.0	NA	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
EVX1-AS	3.392145468805094	0.0006934761207422081	0.774465	0.348774	0.0263825	0.19671	0.326829	0.547258	0.613672	0.477974	0.199177	0.499593	0.186556	0.00740682	NA	NA	NA	31.0	15.0	21.0	61.0	NA	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ENDOU	-3.363995601212326	0.0007682276764784775	-0.774573	0.525582	0.14055	-1.25106	0.462893	0.00687814	0.0355867	0.451423	0.937166	-0.477196	0.205138	0.0200072	-0.319398895783598	0.29081358845583	0.272076016270057	25.0	15.0	21.0	73.0	42.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
GPER1	-3.3145944745246805	0.0009177616095743827	-0.754532	0.428877	0.0785234	-0.304042	0.305857	0.320191	-0.819053	0.522934	0.117286	-0.347598	0.164144	0.0342059	-0.183560998182179	0.188389950186304	0.329874223178001	31.0	18.0	32.0	91.0	75.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ZNHIT6	3.3025316180537776	0.0009581628518590904	0.38809	0.405724	0.338801	0.946826	0.383509	0.0135548	1.08456	0.446689	0.0151821	0.228003	0.190676	0.231789	0.0851753215417182	0.253846000757676	0.737218268004787	18.0	12.0	16.0	63.0	54.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
GNAT1	3.274822542028401	0.0010572836656487067	1.04287	0.400777	0.00926509	0.413986	0.353313	0.241307	0.73342	0.486056	0.131319	0.148871	0.20068	0.458188	0.395748801254621	0.304861632644734	0.19424405310133	23.0	9.0	16.0	53.0	30.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
TREML1	3.2667937826601454	0.0010877288238461441	0.0659888	0.454222	0.884491	-0.424517	0.441945	0.33677	1.3323	0.46822	0.00443467	0.756127	0.172206	1.12918e-05	0.293251399278862	0.331817271538722	0.376818351378811	19.0	9.0	15.0	66.0	38.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
ZNF567	3.264152492166788	0.0010979205573477427	0.833316	0.403249	0.0387809	0.391739	0.430552	0.3629	0.746167	0.452411	0.0990835	0.473897	0.168145	0.00482657	-0.0411991759918441	0.283768105394584	0.884563963989027	23.0	7.0	19.0	68.0	44.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
RNF114	3.244792458548277	0.001175362535258488	0.638187	0.418769	0.127518	-0.177176	0.557318	0.750554	0.505242	0.574364	0.379046	0.325588	0.215094	0.130101	0.759777852904681	0.207807061135968	0.0002560120421331	14.0	6.0	9.0	36.0	23.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
RBM26	3.2285353322543995	0.0012442588743311418	0.42751	0.273734	0.118342	0.107358	0.2903	0.71152	0.720498	0.307557	0.0191472	0.134331	0.123062	0.275018	0.395213507402603	0.213235303726451	0.063822901041541	44.0	15.0	34.0	122.0	39.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
RIPOR2	3.226596912814585	0.00125271800814494	0.246768	0.241902	0.307673	0.698913	0.225015	0.0018959	0.590235	0.285551	0.0387336	0.0273597	0.105229	0.794862	NA	NA	NA	47.0	28.0	37.0	151.0	NA	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	4	65543	meta_GNE_AMP_NIH_noRelateds_UKB_EXOM_PD_CASE_CONTROL_PROXIES_2021
 
