GENE	TEST_STAT_SUMMEDZ	META_PVAL	UKB_ALL_CASES_BETA	UKB_ALL_CASES_SE	UKB_ALL_CASES_PVAL	AMP_NIH_BETA	AMP_NIH_SE	AMP_NIH_PVAL	UKB_ALL_CASES_NUMVAR	AMP_NIH_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
CRYBG2	1.3746557625295155	0.16923819202205015	-0.0593894	0.0773886	0.442833	0.351148	0.163929	0.0321871	327.0	53.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FLG2	1.3746182226985169	0.16924983610029865	0.0320321	0.0624754	0.60815	0.160457	0.186166	0.38874	368.0	45.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TMEM150C	-1.374612968717189	0.1692514658244474	-0.149945	0.198517	0.450054	-0.562698	0.908622	0.535727	47.0	3.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZNF211	1.37418753093843	0.16938347076325988	0.0910279	0.137905	0.509204	0.225539	0.315832	0.475159	89.0	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PRAM1	-1.3741576018010209	0.16939276008952409	-0.201772	0.112229	0.0721992	0.11977	0.282675	0.671782	129.0	17.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
HLF	1.3740960520625434	0.16941186493481286	0.291464	0.226287	0.197737	0.0357777	0.415691	0.931412	31.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
B4GALT1	-1.3740946530853817	0.16941229919170586	-0.110247	0.189941	0.561626	-0.328648	0.414088	0.427388	77.0	7.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FICD	-1.3738638407048893	0.16948395715851416	-0.0549277	0.122183	0.653034	-0.268285	0.290254	0.355324	124.0	17.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MYRIP	-1.373801571313539	0.16950329319421864	-0.0916763	0.100707	0.362652	-0.0860232	0.185605	0.643023	177.0	30.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
IFNL3	1.373350151397972	0.16964351862036364	0.0662648	0.138759	0.632968	0.299834	0.334712	0.370361	51.0	8.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NBPF4	1.3732325973321147	0.16968004893343858	0.288453	0.210054	0.16968	NA	NA	NA	30.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SLC25A26	1.372748322061129	0.16983060126496696	0.119583	0.147434	0.417309	0.213071	0.379364	0.574352	61.0	8.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SPINT1	-1.3725369649620442	0.1698963397058335	-0.104741	0.100219	0.295969	-0.0676644	0.206662	0.743354	126.0	27.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LY6G5B	1.372460120319296	0.1699202454382407	0.207091	0.189504	0.27448	0.174219	0.622979	0.779743	51.0	4.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MAP2K3	-1.3722950923549726	0.16997159279404495	-0.34651	0.252504	0.169972	NA	NA	NA	42.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PPM1E	-1.3722324699076183	0.16999108039671273	0.00834609	0.146146	0.954459	-0.695214	0.486388	0.152907	81.0	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ANTKMT	1.372079795737811	0.17003859839084978	-0.0327326	0.203777	0.872385	0.662509	0.432247	0.125348	62.0	8.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SH3RF3-AS1	-1.3720130789809586	0.1700593663024279	-0.392334	0.285955	0.170059	NA	NA	NA	39.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ABHD17B	-1.3719530007283447	0.1700780693753806	-0.502858	0.432806	0.245293	-0.191809	0.912952	0.833591	20.0	3.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
GAN	-1.3719265892778447	0.17008629206116943	-0.0970082	0.140084	0.488622	-0.247833	0.364768	0.496868	115.0	8.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZNF408	1.3717973748623729	0.17012652472339995	-0.118859	0.115988	0.305479	0.577523	0.240981	0.01655	127.0	24.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PRAF2	-1.3716794324582429	0.17016325391787246	-1.40759	1.02618	0.170163	NA	NA	NA	12.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LOC105372068	1.3715605638667618	0.17020027755492306	0.317674	0.231615	0.170201	NA	NA	NA	26.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CHRNE	-1.371419228086624	0.17024430683458258	-0.0570256	0.0959732	0.55239	-0.173009	0.222595	0.43702	165.0	26.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ACSBG1	1.3713591359422537	0.17026302947720662	0.129084	0.0961111	0.17925	0.00645438	0.228163	0.977432	135.0	20.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TOMM70	1.3712981839870395	0.17028202158350902	0.078845	0.16918	0.641185	0.298319	0.329541	0.365329	76.0	9.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MYO18A	-1.3712657380395663	0.17029213210981042	-0.0225412	0.0620328	0.716325	-0.164911	0.16362	0.313507	502.0	58.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TMEM138	-1.3709254417766976	0.17039819939862422	-0.177457	0.326773	0.587089	-0.939852	1.13527	0.407745	32.0	3.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CNMD	-1.370545708564226	0.170516617261248	-0.144785	0.198516	0.465795	-0.31961	0.498449	0.521387	49.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ADAP1	-1.370457165965246	0.17054423768067484	0.0837531	0.116717	0.473021	-0.636718	0.304937	0.0367953	131.0	21.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
H4C7	-1.370431822099638	0.1705521441893615	-0.826787	0.603304	0.170552	NA	NA	NA	16.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
BHLHE22	-1.3703348630288077	0.17058239498039995	-0.140647	0.162327	0.386248	-0.186932	0.370976	0.614337	84.0	7.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
COL21A1	-1.3701030218547219	0.1706547446739186	-0.0665312	0.105867	0.529713	-0.186987	0.252119	0.458294	138.0	22.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SLC1A1	-1.3699866918644865	0.17069105594128353	-0.0148092	0.157222	0.924956	-0.63057	0.494257	0.202029	113.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PIK3R3	-1.3698519909584546	0.17073310874065784	-0.143964	0.205511	0.483605	-0.368274	0.550209	0.503282	83.0	6.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
STX18	1.3698268153142878	0.17074096928357907	0.156852	0.181097	0.386424	0.179645	0.356647	0.614468	56.0	8.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZBTB34	1.3696984913441583	0.17078103984227944	0.0903209	0.261303	0.729601	0.584457	0.570735	0.305814	46.0	6.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
HEXD	-1.3686863899431152	0.17109732644033337	-0.0688454	0.0892018	0.440237	-0.112254	0.188064	0.550578	206.0	43.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NAALADL2-AS3	1.368682598395263	0.17109851214157534	0.377882	0.219635	0.0853419	-0.168492	0.478919	0.724976	30.0	8.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZNF429	-1.3686078580416814	0.17112188636663406	-0.111234	0.137694	0.419186	-0.200316	0.357214	0.574951	115.0	15.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CIR1	-1.3686035108742418	0.17112324596910644	-0.163816	0.201653	0.416581	-0.199775	0.359154	0.578049	49.0	9.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
RAB5IF	1.3685975199464593	0.17112511968065802	0.337571	0.232237	0.146067	-0.0703116	0.827536	0.932289	33.0	4.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LAMTOR3	-1.3685485310124144	0.17114044194599298	-1.00462	0.734077	0.171139	NA	NA	NA	14.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SULT1A2	1.3685368100445447	0.1711441080645565	0.267899	0.132527	0.0432317	-0.221523	0.339275	0.513801	79.0	17.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
HNRNPA1L2	-1.3685268305771383	0.17114722951786876	-0.0108429	0.164031	0.947296	-0.525519	0.403493	0.192772	45.0	9.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SPP1	-1.3684967654461666	0.1711566337746655	-0.227544	0.188396	0.227125	-0.0481444	0.299591	0.872329	46.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FRAT2	-1.3684239747154607	0.1711794040364507	-0.031167	0.203879	0.878501	-0.989315	0.81388	0.224155	54.0	3.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZNF770	-1.367944466499284	0.17132945960072643	-0.110234	0.162794	0.498318	-0.29649	0.429194	0.489688	91.0	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SLC5A12	1.3678582414309508	0.17135645300478008	0.0817178	0.155301	0.598756	0.345111	0.410032	0.399973	80.0	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TPM3	1.3676334739076799	0.17142683313075047	0.476716	0.34857	0.171426	NA	NA	NA	30.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CCDC89	-1.3675242748038463	0.17146103381036426	0.141309	0.222803	0.52593	-1.20752	0.60323	0.0453106	48.0	6.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FRMPD2	1.3675213089681528	0.1714619627683186	0.0290321	0.0914105	0.750787	0.249167	0.23732	0.293756	211.0	21.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LATS2	-1.3674322750509136	0.1714898516931065	-0.193805	0.102116	0.0577103	0.124236	0.234205	0.595793	188.0	24.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PTHLH	1.3673929624232364	0.17150216703501386	0.200673	0.271606	0.460005	0.51527	0.81977	0.529641	27.0	4.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PLPP5	-1.367260959745412	0.17154352393798789	-0.00027862	0.19436	0.998856	-0.750753	0.549669	0.171993	48.0	6.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TBX10	1.3670254735405891	0.17161732113097294	-0.0273026	0.185858	0.883211	0.762301	0.503526	0.130044	67.0	10.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CKAP2L	-1.366896043520208	0.17165789231827078	-0.0700779	0.127602	0.582873	-0.22472	0.274818	0.413525	120.0	17.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PAPPA	-1.3668916119909027	0.17165928155435917	0.0249525	0.0922661	0.786821	-0.379735	0.231923	0.101561	273.0	30.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SERPINA5	-1.3665884103012353	0.17175435196181188	-0.143471	0.133282	0.281728	-0.0903576	0.311426	0.771708	86.0	13.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PRICKLE2-AS1	1.3663863106698995	0.17181774319638177	0.00767852	0.259113	0.976359	1.06968	0.800208	0.181302	46.0	5.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
GHR	1.366370052923282	0.17182284341543097	0.151502	0.105034	0.149185	-0.0224351	0.295047	0.939388	122.0	15.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DBF4	1.36564063949794	0.17205178435118784	0.0358438	0.137167	0.793849	0.451498	0.408845	0.269452	85.0	7.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PNPLA6	1.365628664326168	0.1720555449008503	0.174912	0.101425	0.0846093	-0.101755	0.283506	0.719657	192.0	22.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FAM200B	1.365616053079779	0.1720595052627918	0.196702	0.116612	0.091641	-0.0979361	0.304915	0.748065	115.0	15.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
UGDH-AS1	-1.3655781358662378	0.17207141297324224	-0.459487	0.336478	0.172072	NA	NA	NA	12.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LRRC32	-1.3655008352286675	0.17209569076001818	-0.1695	0.121028	0.161362	0.00813264	0.232351	0.972078	138.0	22.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
MAP3K11	1.3654954936602977	0.1720973684793674	-0.015904	0.107762	0.88267	0.389954	0.257722	0.130259	168.0	25.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DGAT2L6	1.365361778195536	0.17213937081021602	0.325378	0.238309	0.172139	NA	NA	NA	31.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
BCAS3	-1.365330945954178	0.1721490568363585	-0.14159	0.14196	0.318575	-0.12434	0.337938	0.712921	142.0	11.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FKBP7	-1.365308790078511	0.17215601741218656	-0.158064	0.213004	0.458044	-0.311702	0.500133	0.533128	35.0	10.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PTDSS2	-1.364834407778822	0.1723051017179451	-0.200635	0.216474	0.354013	-0.228622	0.521965	0.661384	63.0	9.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
LAMA4	1.3646377926199502	0.17236692034001333	0.0574597	0.0806238	0.476038	0.138721	0.212779	0.514434	293.0	38.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DHCR7	-1.3640820340319313	0.17254174852256654	0.00914552	0.103286	0.929443	-0.375205	0.258294	0.146327	146.0	23.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZNF10	1.3635040376534384	0.17272371282731558	0.137856	0.170006	0.417429	0.260679	0.471719	0.580527	73.0	8.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
SLC6A8	1.3634494567258424	0.17274090335880932	0.214202	0.157103	0.172741	NA	NA	NA	69.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
AKR7A3	-1.363144790810652	0.17283688288914578	-0.216818	0.161477	0.179364	-0.0105461	0.516276	0.983703	80.0	9.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ZNF732	-1.3630055527777385	0.1728807606068392	-0.0138642	0.125649	0.91214	-0.39721	0.317092	0.210328	105.0	13.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ADI1	1.3628913599018844	0.17291675212531188	0.211686	0.158861	0.182689	0.00859146	0.282912	0.975774	58.0	17.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
YTHDF3	-1.3626638599447247	0.17298847267350548	-0.204561	0.270246	0.449083	-0.387733	0.640119	0.544701	59.0	3.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
GJB5	-1.3621546950025023	0.17314907016029435	-0.279112	0.215505	0.195267	-0.0345564	0.515756	0.946581	51.0	6.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
IGIP	1.3620440135587597	0.1731839953215195	0.395222	0.380434	0.298865	0.301702	0.933563	0.746565	13.0	3.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ETV3L	1.3620185830711613	0.17319202057112482	0.165543	0.152334	0.277164	0.0963971	0.350143	0.78308	73.0	12.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
XKR5	-1.3618156104836565	0.17325608379652402	-0.0865072	0.103369	0.402659	-0.117931	0.224657	0.599627	169.0	28.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DYNC1LI2	-1.3615831692210971	0.1733294698267841	-0.0846661	0.179618	0.637379	-0.383585	0.43089	0.373351	66.0	9.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ENTPD3-AS1	1.3615278168530769	0.17334694902338377	-0.0539736	0.180067	0.764374	0.632957	0.381008	0.0966591	72.0	10.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
DLK2	-1.3614633476501017	0.1733673087990606	-0.50388	0.243644	0.0386309	0.314099	0.444499	0.479793	47.0	10.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
NKX2-4	-1.3613148846610783	0.17341420113176742	-0.254638	0.197	0.196159	-0.0360608	0.524626	0.9452	77.0	6.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
CCDC13-AS1	-1.3611717044349052	0.17345943387146434	-0.218951	0.220802	0.321384	-0.175506	0.474912	0.711714	47.0	6.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
OR1L4	-1.360956729349953	0.1735273642194034	-0.12486	0.184219	0.497911	-0.308295	0.451267	0.494496	45.0	8.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
UNC45A	1.3608143474928371	0.1735723666502308	0.0713742	0.0826225	0.387665	0.100133	0.201493	0.61922	222.0	31.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
FAM126A	1.3607847806678164	0.17358171288792856	0.01068	0.123511	0.931093	0.421579	0.330828	0.202553	82.0	14.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
ANXA10	-1.3603958566702503	0.1737046889341961	-0.254817	0.200337	0.203395	-0.0518072	0.585696	0.929516	53.0	6.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
TAF5	1.3603953815012366	0.17370483922033741	0.154643	0.145522	0.287928	0.0991989	0.333198	0.765919	98.0	9.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
PLP1	1.360391902541538	0.17370593954636948	0.994305	0.730896	0.173706	NA	NA	NA	5.0	NA	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
INPP5B	-1.3601683660861807	0.17377665061647263	-0.111606	0.118773	0.347394	-0.11583	0.275451	0.674112	169.0	25.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	3	meta_AMP_NIH_noRelateds_UKB_EXOM_ALL_PD_PHENOTYPES_CONTROL_2021
